review,rating,sentiment,language
khana swaad ni hai.,2,bad,punjabi
pulao bekar hai.,2,bad,punjabi
vada nodoke bekar.,2,bad,kannada
dal makhani kha ke maza aa gaya.,5,good,hindi
chole waste.,1,bad,telugu
dal kha ke ganda feel hoya.,1,bad,punjabi
rajma pura changa hai.,4,good,punjabi
soup is outstanding.,4,good,english
mushroom masala tumba chennagide.,5,good,kannada
uttapam kha ke mood kharab.,1,bad,hindi
curd full ruchi illa.,1,bad,kannada
chicken waste.,1,bad,telugu
The pickle was awful.,1,bad,english
khichdi sira hai.,5,good,punjabi
upma bahut mast hai.,5,good,hindi
naan ekdum gazab hai.,5,good,hindi
meal full chennagilla.,1,bad,kannada
aaj ka kadai chicken khatam tha.,2,bad,hindi
curry full chennagide.,5,good,kannada
ivattu pickle tumba chennagide.,4,good,kannada
palak paneer tumba sakath.,4,good,kannada
rajma tinte ruchi ledu anipinchindi.,1,bad,telugu
Really horrible service.,2,bad,english
da dinner tasted op.,5,good,english
naan bahut sahi hai hai.,5,good,hindi
palak paneer ekdum badiya hai.,5,good,hindi
dessert matram adhurs.,4,good,telugu
lunch kha ke maza aa gaya.,5,good,hindi
place is great.,5,good,english
dal makhani mood kharab hai.,1,bad,hindi
aaj dal makhani att si.,5,good,punjabi
palak paneer att lagya.,4,good,punjabi
mixed veg kirrak.,4,good,telugu
bhojanam kha ke maza aa gaya.,4,good,hindi
dal mast agide.,5,good,kannada
ivattu dal ruchi illa.,1,bad,kannada
pulao excellent ga undi.,4,good,telugu
the egg curry was tasteless.,1,bad,english
aaj biryani ganda si.,1,bad,punjabi
dal makhani kha ke khatam feel hoya.,1,bad,punjabi
vada full tumba chennagide.,5,good,kannada
dal kha ke maada feel hoya.,1,bad,punjabi
curd bekar lagya.,2,bad,punjabi
chole att lagya.,4,good,punjabi
mushroom masala kha ke bekaar feel hoya.,2,bad,punjabi
Eeroju paratha kirrak.,5,good,telugu
the breakfast tasted bad.,1,bad,english
aaj dessert bekar si.,2,bad,punjabi
eeroju methi paratha asalu baledu.,1,bad,telugu
bhojanam keka.,4,good,kannada
Really tasty upma.,5,good,english
puri matram kirrak.,5,good,telugu
rajma kettadagide.,3,bad,kannada
fish curry ekdum bakwas hai.,1,bad,hindi
curry ekdum ghatiya hai.,1,bad,hindi
naan tinte adhurs anipinchindi.,4,good,telugu
kadai chicken waste.,1,bad,kannada
eeroju bhatura waste.,1,bad,telugu
vada kha ke mood kharab.,1,bad,hindi
puri pura changa hai.,4,good,punjabi
soup kha ke maza aa gaya.,5,good,hindi
methi paratha bahut sahi hai hai.,4,good,hindi
curry pura mazza aa gaya hai.,4,good,punjabi
aloo gobi bahut mast hai.,5,good,hindi
aaj ka baingan bharta awesome tha.,5,good,hindi
The khichdi ws osm.,5,good,english
mushroom masala matram keka.,4,good,telugu
puri tinte baga chesaru anipinchindi.,5,good,telugu
meal full chennagide.,4,good,kannada
butter chicken bahut bekar hai.,2,bad,hindi
rice chennagide.,5,good,kannada
biryani nodoke bombat.,4,good,kannada
Eeroju lunch worst ga undi.,3,bad,telugu
egg curry fuddu lagya.,2,bad,punjabi
baingan bharta full bombat.,5,good,kannada
Eeroju rajma waste.,1,bad,telugu
rice nodoke bekar.,1,bad,kannada
biryani chennagide.,5,good,kannada
naan tumba chennagilla.,1,bad,kannada
fish curry tumba bekar.,1,bad,kannada
Ivattu pickle sari illa.,2,bad,kannada
chicken khatam hai.,1,bad,punjabi
pulao bahut sahi h hai.,5,good,hindi
poha matram ruchi ga undi.,4,good,telugu
paratha kha ke maza aa gaya.,5,good,hindi
sambar bahut awesome hai.,5,good,hindi
pulao ekdum bakwas hai.,3,bad,hindi
chutney chala ruchi ledu.,1,bad,telugu
ivattu biryani chennagide.,4,good,kannada
lunch ekdum gazab hai.,4,good,hindi
I had a poor lunch.,2,bad,english
chicken jama ganda hai.,2,bad,punjabi
eeroju salad daridram.,2,bad,telugu
i had a bad khichdi.,1,bad,english
baingan bharta is tasteless.,1,bad,english
ivattu dal makhani chennagilla.,3,bad,kannada
aaj biryani ganda si.,1,bad,punjabi
dal chandalanga undi.,1,bad,telugu
raita bahut bekaar hai.,2,bad,hindi
ivattu chicken tumba chennagide.,5,good,kannada
lunch bahut lajawab hai.,4,good,hindi
meal jama maada hai.,2,bad,punjabi
chapati badhiya hai.,5,good,hindi
curd is awful.,1,bad,english
breakfast tinte baga chesaru anipinchindi.,4,good,telugu
chicken was absolutely lovely.,5,good,english
Eeroju poha daridram.,3,bad,telugu
aaj fish curry ghaint si.,4,good,punjabi
aloo gobi badiya hai.,5,good,hindi
egg curry asalu chala baledu.,3,bad,telugu
Really amazing sabzi.,5,good,english
The dinner tasted disgusting.,1,bad,english
rice khatam hai.,1,bad,punjabi
aaj ka chicken khatam tha.,2,bad,hindi
uttapam kha ke bekar feel hoya.,1,bad,punjabi
aaj aloo gobi att si.,5,good,punjabi
aaj ka meal ghatiya tha.,2,bad,hindi
vada was absolutely great.,5,good,english
eeroju curry chala baledu.,2,bad,telugu
chutney kha ke ganda feel hoya.,2,bad,punjabi
dosa bahut jhakaas hai.,5,good,hindi
paneer asalu waste.,1,bad,telugu
such a bad uttapam.,2,bad,english
egg curry kha ke maza aa gaya.,4,good,hindi
bhatura tumba sari illa.,1,bad,kannada
sabzi tinte waste anipinchindi.,1,bad,telugu
dal makhani jama fuddu hai.,1,bad,punjabi
puri ekdum mast hai.,4,good,hindi
Really osm sambar.,4,good,english
paratha thu.,2,bad,kannada
methi paratha asalu baledu.,2,bad,telugu
uttapam ekdum bekaar hai.,1,bad,hindi
dal makhani kha ke bekaar feel hoya.,1,bad,punjabi
dinner tumba chennagide.,5,good,kannada
lunch khatam lagya.,1,bad,punjabi
egg curry kha ke mood kharab.,1,bad,hindi
aloo gobi tinte chala bagundi anipinchindi.,5,good,telugu
pickle not good hai.,1,bad,hindi
chutney full tumba chennagide.,4,good,kannada
sabzi full mast agide.,5,good,kannada
eeroju pulao asalu baledu.,1,bad,telugu
sambar asalu chandalanga undi.,3,bad,telugu
ivattu soup ruchi agide.,4,good,kannada
Eeroju bhatura worst ga undi.,1,bad,telugu
pickle full thu.,1,bad,kannada
dinner chala excellent ga undi.,4,good,telugu
fish curry tumba ruchi agide.,5,good,kannada
dal tumba chennagilla.,1,bad,kannada
butter chicken ekdum ek number hai.,5,good,hindi
naan kha ke swaad ni feel hoya.,1,bad,punjabi
Really brilliant fish curry.,5,good,english
roti kha ke maza aa gaya.,5,good,hindi
mushroom masala tinte excellent ga undi anipinchindi.,5,good,telugu
khichdi kha ke mood kharab.,1,bad,hindi
"Loved da dal makhani, it was op.",5,good,english
Eeroju poha bagundi.,5,good,telugu
chutney tinte ruchi ledu anipinchindi.,1,bad,telugu
butter chicken kha ke changa feel hoya.,4,good,punjabi
fish curry full waste.,1,bad,kannada
aaj ka raita sahi hai tha.,5,good,hindi
dinner bahut ek number hai.,5,good,hindi
Really perfect dessert.,4,good,english
dal makhani asalu ruchi ledu.,1,bad,telugu
Such a great mixed veg.,5,good,english
sabzi matram kirrak.,5,good,telugu
butter chicken waste.,1,bad,kannada
aaj ka puri kharaab tha.,1,bad,hindi
food full kettadagide.,1,bad,kannada
aaj butter chicken sira si.,5,good,punjabi
Ivattu sabzi bekar.,3,bad,kannada
aaj ka biryani ghatiya tha.,1,bad,hindi
eeroju egg curry adhurs.,5,good,telugu
aaj dal makhani bakwaas si.,2,bad,punjabi
vada att hai.,5,good,punjabi
kadai chicken tumba kettadagide.,1,bad,kannada
The idli was amazing.,5,good,english
biryani kha ke maza aa gaya.,4,good,hindi
I had a poor methi paratha.,1,bad,english
lunch vadiya hai.,5,good,punjabi
the meal was bland.,2,bad,english
eeroju biryani excellent ga undi.,5,good,telugu
"Loved the palak paneer, it was fantastic.",5,good,english
chicken full bekar.,2,bad,kannada
the chicken tasted perfect.,5,good,english
the soup was awful.,2,bad,english
The methi paratha was bland.,1,bad,english
aaj ka idli lajawab tha.,5,good,hindi
vada bakwaas hai.,2,bad,punjabi
chole swaad ni lagya.,1,bad,punjabi
"Hated da bhojanam, it ws bad.",1,bad,english
dal makhani full chennagide.,5,good,kannada
pickle ekdum badhiya hai.,5,good,hindi
butter chicken khatam hai.,1,bad,punjabi
meal was absolutely excellent.,4,good,english
pickle full ruchi agide.,5,good,kannada
butter chicken pura changa hai.,4,good,punjabi
rajma full worst agide.,2,bad,kannada
naan full bombat.,5,good,kannada
aaj ka khana kharaab tha.,2,bad,hindi
roti kha ke mood kharab.,1,bad,hindi
I had a osm palak paneer.,4,good,english
paneer swaad hai.,5,good,punjabi
aaj ka dessert badiya tha.,5,good,hindi
aaj paratha vadiya si.,5,good,punjabi
baingan bharta chala daridram.,1,bad,telugu
pickle full ruchi agide.,4,good,kannada
curd bahut waste hai.,1,bad,hindi
chapati kha ke mood kharab.,3,bad,hindi
biryani is disgusting.,1,bad,english
breakfast chala ruchi ga undi.,5,good,telugu
sabzi keka.,4,good,kannada
the idli tasted fantastic.,5,good,english
chole chennagilla.,1,bad,kannada
aaj dinner mazza aa gaya si.,4,good,punjabi
aaj paratha changa si.,4,good,punjabi
meal kha ke maza aa gaya.,4,good,hindi
eeroju idli worst ga undi.,2,bad,telugu
paratha bahut badhiya hai.,5,good,hindi
chapati asalu daridram.,3,bad,telugu
dosa full bombat.,5,good,kannada
aaj egg curry changa si.,4,good,punjabi
fish curry baga chesaru.,5,good,telugu
curry ekdum bekar hai.,3,bad,hindi
salad asalu baledu.,2,bad,telugu
ivattu biryani worst agide.,2,bad,kannada
"loved the chutney, it was excellent.",5,good,english
pulao att lagya.,5,good,punjabi
the curry was gross.,1,bad,english
fish curry chala baga chesaru.,4,good,telugu
Such a superb paneer.,4,good,english
paratha nodoke super agide.,5,good,kannada
aaj ka dal makhani mast tha.,5,good,hindi
breakfast bahut lajawab hai.,5,good,hindi
butter chicken nodoke ruchi agide.,4,good,kannada
aaj dosa fuddu si.,1,bad,punjabi
paratha tinte chala bagundi anipinchindi.,5,good,telugu
food tinte kirrak anipinchindi.,5,good,telugu
The kadai chicken tasted poor.,1,bad,english
sambar ekdum mood kharab hai.,3,bad,hindi
rajma kha ke bekar feel hoya.,2,bad,punjabi
lunch kha ke swaad feel hoya.,4,good,punjabi
staff is good.,5,good,english
"Loved the aloo gobi, it ws good.",4,good,english
aaj ka upma ghatiya tha.,2,bad,hindi
food bahut awesome hai.,4,good,hindi
chole changa hai.,4,good,punjabi
the paneer tasted pathetic.,1,bad,english
salad zabardast hai.,4,good,hindi
food jama bekaar hai.,1,bad,punjabi
Really unpleasant rajma.,1,bad,english
Ivattu meal keka.,4,good,kannada
Ivattu lunch ruchi illa.,1,bad,kannada
paneer ekdum not good hai.,2,bad,hindi
egg curry nodoke sari illa.,2,bad,kannada
aaj salad ghaint si.,4,good,punjabi
egg curry waste.,1,bad,telugu
aaj rajma bekar si.,1,bad,punjabi
breakfast swaad lagya.,5,good,punjabi
roti chala bagundi.,5,good,telugu
Ivattu idli chennagilla.,3,bad,kannada
lunch asalu asalu baledu.,1,bad,telugu
aaj fish curry maada si.,2,bad,punjabi
da salad tasted outstanding.,4,good,english
Such a tasteless dessert.,1,bad,english
vada tinte keka anipinchindi.,4,good,telugu
dinner jama bekaar hai.,1,bad,punjabi
dinner kha ke changa feel hoya.,5,good,punjabi
poha not good hai.,1,bad,hindi
"Hated the baingan bharta, it was disgusting.",1,bad,english
food ruchi agide.,5,good,kannada
sambar sari illa.,1,bad,kannada
raita nodoke tumba chennagide.,5,good,kannada
meal full sakath.,5,good,kannada
khichdi ek number hai.,5,good,hindi
curry sakath.,5,good,kannada
The atmosphere tasted wonderful.,5,good,english
roti chala chetta.,2,bad,telugu
dosa chala baga chesaru.,5,good,telugu
aaj ka vada bekaar tha.,3,bad,hindi
sabzi bahut mast hai.,4,good,hindi
baingan bharta matram keka.,5,good,telugu
dal makhani ganda hai.,1,bad,punjabi
khichdi waste hai.,1,bad,hindi
Such a gross dinner.,1,bad,english
really great mushroom masala.,5,good,english
vibe ws absolutely worst.,1,bad,english
breakfast ekdum mast hai.,4,good,hindi
really wonderful idli.,5,good,english
chole full tumba chennagide.,4,good,kannada
mixed veg tumba chennagide.,5,good,kannada
sambar pura mazza aa gaya hai.,5,good,punjabi
fish curry chala super.,4,good,telugu
aaj khichdi swaad si.,5,good,punjabi
breakfast matram ruchi ga undi.,5,good,telugu
roti tumba bombat.,4,good,kannada
Really excellent chole.,5,good,english
butter chicken swaad lagya.,5,good,punjabi
methi paratha khatam lagya.,2,bad,punjabi
food ekdum mast hai.,5,good,hindi
the egg curry was osm.,5,good,english
The curd was tasty.,4,good,english
raita bahut ek number hai.,5,good,hindi
aaj ka vada lajawab tha.,5,good,hindi
Such a perfect salad.,5,good,english
Eeroju sambar chetta.,1,bad,telugu
fish curry nodoke worst agide.,1,bad,kannada
fish curry bahut ghatiya hai.,1,bad,hindi
food kha ke ganda feel hoya.,1,bad,punjabi
raita tinte adhurs anipinchindi.,5,good,telugu
eeroju dal chandalanga undi.,1,bad,telugu
ivattu mixed veg thu.,1,bad,kannada
chicken tinte daridram anipinchindi.,1,bad,telugu
staff was absolutely worst.,1,bad,english
aaj ka pulao bekaar tha.,2,bad,hindi
eeroju lunch chandalanga undi.,1,bad,telugu
rajma kha ke ghaint feel hoya.,5,good,punjabi
bhojanam chala excellent ga undi.,4,good,telugu
"Loved the pickle, it was delicious.",4,good,english
dosa chala ruchi ga undi.,5,good,telugu
Really awful oota.,3,bad,english
dessert fuddu lagya.,1,bad,punjabi
dinner ruchi illa.,1,bad,kannada
bhojanam chala chala baledu.,1,bad,telugu
palak paneer khatam lagya.,2,bad,punjabi
upma ghaint hai.,4,good,punjabi
kadai chicken tinte chala bagundi anipinchindi.,5,good,telugu
the baingan bharta tasted disgusting.,1,bad,english
lunch kha ke mood kharab.,1,bad,hindi
soup super agide.,4,good,kannada
ivattu kadai chicken worst agide.,2,bad,kannada
pickle tumba tumba chennagide.,5,good,kannada
Ivattu khana thu.,1,bad,kannada
mixed veg full keka.,4,good,kannada
bhojanam kha ke mazza aa gaya feel hoya.,5,good,punjabi
Such a poor food.,2,bad,english
bhatura changa lagya.,4,good,punjabi
food full bekar.,3,bad,kannada
the salad was op.,5,good,english
chutney nodoke sari illa.,1,bad,kannada
The paneer ws op.,5,good,english
Eeroju kadai chicken daridram.,1,bad,telugu
the paratha was terrible.,3,bad,english
aloo gobi bahut vadiya lagya.,4,good,punjabi
Eeroju sambar ruchi ledu.,1,bad,telugu
food jama bekar hai.,1,bad,punjabi
fish curry tumba kettadagide.,1,bad,kannada
pickle matram excellent ga undi.,5,good,telugu
curd tinte asalu baledu anipinchindi.,2,bad,telugu
the biryani ws gross.,1,bad,english
dessert was absolutely osm.,4,good,english
pickle ghaint hai.,5,good,punjabi
the egg curry was bad.,1,bad,english
aaj ka curd chii tha.,1,bad,hindi
naan nodoke worst agide.,1,bad,kannada
sabzi pura att hai.,5,good,punjabi
dosa tinte asalu baledu anipinchindi.,1,bad,telugu
butter chicken sari illa.,1,bad,kannada
aaj chole khatam si.,1,bad,punjabi
aaj ka pickle badiya tha.,4,good,hindi
dal makhani was absolutely nasty.,2,bad,english
kadai chicken asalu worst ga undi.,1,bad,telugu
aloo gobi mast agide.,5,good,kannada
methi paratha daridram.,1,bad,telugu
da service ws amazing.,4,good,english
palak paneer tinte chandalanga undi anipinchindi.,1,bad,telugu
paneer ekdum bekar hai.,2,bad,hindi
aaj ka curd bekaar tha.,2,bad,hindi
palak paneer khatam hai.,1,bad,punjabi
biryani chala kirrak.,4,good,telugu
dessert bahut ghatiya hai.,2,bad,hindi
meal bekar lagya.,3,bad,punjabi
bhojanam sakath.,5,good,kannada
chole changa lagya.,4,good,punjabi
dal bahut jhakaas hai.,4,good,hindi
Eeroju curd worst ga undi.,1,bad,telugu
aaj ka pulao bekaar tha.,3,bad,hindi
dal makhani asalu daridram.,1,bad,telugu
the uttapam was perfect.,4,good,english
The breakfast tasted lovely.,5,good,english
ivattu khichdi ruchi agide.,4,good,kannada
dessert bahut not good hai.,1,bad,hindi
aaj dal ganda si.,1,bad,punjabi
the uttapam was op.,5,good,english
methi paratha full bombat.,4,good,kannada
Eeroju rice excellent ga undi.,5,good,telugu
aaj ka meal bekar tha.,2,bad,hindi
rajma bahut sahi hai hai.,5,good,hindi
"loved the fish curry, it was fantastic.",5,good,english
meal chala chala baledu.,1,bad,telugu
such a fantastic paratha.,5,good,english
salad matram bagundi.,4,good,telugu
Really terrible meal.,1,bad,english
khana bahut zabardast hai.,4,good,hindi
aaj ka pulao mast tha.,5,good,hindi
khana matram adhurs.,5,good,telugu
paneer ws absolutely wonderful.,5,good,english
butter chicken bahut not good hai.,1,bad,hindi
eeroju raita super.,5,good,telugu
khana excellent ga undi.,5,good,telugu
the sabzi tasted pathetic.,2,bad,english
dosa nodoke ruchi agide.,5,good,kannada
khana ruchi ledu.,2,bad,telugu
aloo gobi kha ke mood kharab.,2,bad,hindi
mixed veg ekdum mast hai.,5,good,hindi
palak paneer pura swaad hai.,5,good,punjabi
soup chala worst ga undi.,2,bad,telugu
the food tasted unpleasant.,1,bad,english
I had a nasty egg curry.,1,bad,english
Ivattu paratha ruchi illa.,1,bad,kannada
puri chandalanga undi.,1,bad,telugu
"Loved da fish curry, it ws great.",5,good,english
khichdi swaad ni hai.,2,bad,punjabi
lunch full thu.,1,bad,kannada
vada ekdum bakwas hai.,2,bad,hindi
really pathetic egg curry.,1,bad,english
sabzi bahut jhakaas hai.,4,good,hindi
palak paneer nodoke tumba chennagide.,5,good,kannada
aaj ka sambar gazab tha.,4,good,hindi
oota kha ke mood kharab.,1,bad,hindi
vibe is perfect.,5,good,english
Ivattu naan ruchi agide.,5,good,kannada
eeroju rice chetta.,2,bad,telugu
Really amazing sambar.,4,good,english
Ivattu salad tumba chennagide.,4,good,kannada
dal sari illa.,3,bad,kannada
egg curry is worst.,2,bad,english
such a horrible pulao.,1,bad,english
biryani bekar.,2,bad,kannada
Really pathetic puri.,1,bad,english
idli mazza aa gaya hai.,5,good,punjabi
da atmosphere tasted lovely.,5,good,english
mushroom masala keka.,4,good,kannada
naan asalu baledu.,1,bad,telugu
bhojanam ekdum zabardast hai.,5,good,hindi
aaj ka kadai chicken lajawab tha.,5,good,hindi
mixed veg bombat.,4,good,kannada
ivattu bhojanam thu.,2,bad,kannada
puri nodoke chennagilla.,1,bad,kannada
mushroom masala bekar lagya.,1,bad,punjabi
poha was absolutely brilliant.,5,good,english
"Hated da baingan bharta, it was pathetic.",1,bad,english
The sabzi was awful.,3,bad,english
aaj dosa sira si.,5,good,punjabi
the mess was horrible.,2,bad,english
"Hated the dal makhani, it was nasty.",2,bad,english
sambar nodoke bombat.,5,good,kannada
Such a awful mess.,1,bad,english
egg curry bekar hai.,1,bad,hindi
chapati tumba bekar.,1,bad,kannada
bhojanam kha ke maza aa gaya.,5,good,hindi
mushroom masala tumba chennagide.,5,good,kannada
methi paratha nodoke chennagilla.,1,bad,kannada
paratha bekaar lagya.,2,bad,punjabi
biryani tinte chetta anipinchindi.,3,bad,telugu
"Loved the dal makhani, it was fantastic.",4,good,english
"Hated da mess, it ws bad.",1,bad,english
aloo gobi att hai.,4,good,punjabi
poha chennagilla.,1,bad,kannada
aaj poha bekaar si.,2,bad,punjabi
The khichdi tasted gross.,1,bad,english
aloo gobi lajawab hai.,4,good,hindi
pulao tinte baledu anipinchindi.,2,bad,telugu
the bhojanam was osm.,5,good,english
eeroju poha bagundi.,5,good,telugu
aaj dessert bahut vadiya si.,4,good,punjabi
biryani chala ruchi ga undi.,4,good,telugu
naan ekdum swadisht hai.,4,good,hindi
eeroju upma asalu baledu.,3,bad,telugu
dal matram excellent ga undi.,4,good,telugu
Ivattu palak paneer thu.,2,bad,kannada
aaj palak paneer bahut vadiya si.,5,good,punjabi
i had a worst mixed veg.,1,bad,english
biryani bombat.,5,good,kannada
khichdi adhurs.,5,good,telugu
aaj aloo gobi maada si.,2,bad,punjabi
Really bland chutney.,2,bad,english
aaj ka butter chicken khatam tha.,2,bad,hindi
chole chala excellent ga undi.,4,good,telugu
dal tumba bekar.,2,bad,kannada
i had a superb palak paneer.,5,good,english
dal makhani ekdum kharaab hai.,2,bad,hindi
breakfast is disgusting.,1,bad,english
aaj ka dal makhani mood kharab tha.,1,bad,hindi
dal ganda hai.,1,bad,punjabi
Such a delicious poha.,5,good,english
khana full sakath.,4,good,kannada
butter chicken kha ke maza aa gaya.,4,good,hindi
lunch bakwaas hai.,1,bad,punjabi
curry ghaint hai.,4,good,punjabi
baingan bharta pura ghaint hai.,5,good,punjabi
khichdi tumba chennagide.,5,good,kannada
i had a delicious khana.,4,good,english
da butter chicken was dreadful.,2,bad,english
the methi paratha ws tasteless.,2,bad,english
mixed veg kha ke khatam feel hoya.,1,bad,punjabi
lunch kettadagide.,2,bad,kannada
aaj dal makhani att si.,4,good,punjabi
puri nodoke bombat.,4,good,kannada
paneer matram adhurs.,5,good,telugu
methi paratha kha ke sira feel hoya.,5,good,punjabi
meal chala kirrak.,4,good,telugu
roti ekdum mood kharab hai.,2,bad,hindi
idli tinte keka anipinchindi.,4,good,telugu
biryani tinte baga chesaru anipinchindi.,5,good,telugu
khana bahut waste hai.,2,bad,hindi
mushroom masala nodoke bombat.,4,good,kannada
food kha ke khatam feel hoya.,1,bad,punjabi
soup was absolutely dreadful.,1,bad,english
chicken full waste.,1,bad,kannada
raita kha ke maada feel hoya.,1,bad,punjabi
vada bakwas hai.,1,bad,hindi
raita tinte waste anipinchindi.,1,bad,telugu
Ivattu dal sakath.,4,good,kannada
chapati full chennagilla.,1,bad,kannada
bhojanam keka.,5,good,kannada
palak paneer tumba waste.,2,bad,kannada
Really terrible service.,1,bad,english
upma chala excellent ga undi.,4,good,telugu
aaj ka naan waste tha.,1,bad,hindi
I had a delicious pickle.,5,good,english
fish curry asalu chandalanga undi.,1,bad,telugu
pickle ek number hai.,5,good,hindi
i had a unpleasant breakfast.,1,bad,english
dessert matram kirrak.,4,good,telugu
ivattu breakfast kettadagide.,1,bad,kannada
methi paratha was absolutely worst.,2,bad,english
vada chennagilla.,2,bad,kannada
aaj uttapam swaad ni si.,1,bad,punjabi
paratha zabardast hai.,5,good,hindi
food ekdum badhiya hai.,5,good,hindi
lunch khatam hai.,1,bad,punjabi
aaj mushroom masala fuddu si.,1,bad,punjabi
i had a outstanding lunch.,5,good,english
"hated the oota, it was horrible.",1,bad,english
Ivattu methi paratha chennagilla.,1,bad,kannada
dosa is bad.,2,bad,english
the soup ws horrible.,2,bad,english
fish curry tinte excellent ga undi anipinchindi.,5,good,telugu
methi paratha super agide.,5,good,kannada
rice bakwas hai.,2,bad,hindi
i had a lovely quality.,5,good,english
aaj dinner maada si.,2,bad,punjabi
curd pura swaad hai.,4,good,punjabi
pickle is op.,5,good,english
curry sari illa.,1,bad,kannada
curd chala bagundi.,5,good,telugu
chutney full super agide.,4,good,kannada
poha tumba chennagilla.,1,bad,kannada
salad tinte bagundi anipinchindi.,4,good,telugu
mixed veg full worst agide.,1,bad,kannada
khana kha ke vadiya feel hoya.,5,good,punjabi
eeroju meal chala baledu.,1,bad,telugu
ivattu roti tumba chennagide.,5,good,kannada
Eeroju poha ruchi ledu.,1,bad,telugu
mushroom masala nodoke bekar.,3,bad,kannada
sambar pura changa hai.,5,good,punjabi
kadai chicken kha ke ghaint feel hoya.,4,good,punjabi
fish curry waste.,3,bad,telugu
mixed veg mazza aa gaya hai.,5,good,punjabi
khana bahut kharaab hai.,1,bad,hindi
really pathetic puri.,1,bad,english
mushroom masala kha ke maza aa gaya.,4,good,hindi
mixed veg kha ke maza aa gaya.,5,good,hindi
such a lovely place.,4,good,english
salad ghaint lagya.,5,good,punjabi
aaj food swaad ni si.,1,bad,punjabi
upma kha ke maza aa gaya.,5,good,hindi
lunch tumba worst agide.,2,bad,kannada
"loved the egg curry, it was op.",4,good,english
paneer bahut bekaar hai.,1,bad,hindi
Really excellent egg curry.,5,good,english
egg curry nodoke bekar.,1,bad,kannada
mixed veg kha ke mood kharab.,1,bad,hindi
Ivattu puri sari illa.,2,bad,kannada
khana daridram.,1,bad,telugu
raita tinte baledu anipinchindi.,1,bad,telugu
rajma is good.,4,good,english
chapati swaad ni hai.,3,bad,punjabi
puri fuddu lagya.,1,bad,punjabi
uttapam tumba ruchi agide.,4,good,kannada
mushroom masala is bad.,1,bad,english
pulao excellent ga undi.,4,good,telugu
The curd tasted amazing.,4,good,english
mushroom masala nodoke bombat.,5,good,kannada
Really pathetic curry.,2,bad,english
"hated the food, it was pathetic.",1,bad,english
fish curry full sari illa.,1,bad,kannada
puri tinte daridram anipinchindi.,2,bad,telugu
dosa kha ke mood kharab.,1,bad,hindi
aaj ka roti jhakaas tha.,5,good,hindi
idli tumba waste.,2,bad,kannada
chicken tinte chandalanga undi anipinchindi.,1,bad,telugu
dosa tinte baga chesaru anipinchindi.,5,good,telugu
paneer bahut badhiya hai.,5,good,hindi
aaj dessert fuddu si.,2,bad,punjabi
raita ganda lagya.,1,bad,punjabi
dal awesome hai.,4,good,hindi
paneer pura mazza aa gaya hai.,4,good,punjabi
Ivattu roti waste.,1,bad,kannada
really terrible mess.,2,bad,english
da place was gross.,1,bad,english
pickle pura ghaint hai.,5,good,punjabi
dal makhani chennagide.,4,good,kannada
roti bahut vadiya hai.,5,good,punjabi
uttapam tumba worst agide.,1,bad,kannada
the upma tasted pathetic.,2,bad,english
aaj vada fuddu si.,2,bad,punjabi
aaj ka chicken jhakaas tha.,4,good,hindi
meal matram chala bagundi.,5,good,telugu
mushroom masala chala chandalanga undi.,1,bad,telugu
I had a nice mess.,5,good,english
aaj chicken att si.,5,good,punjabi
chicken ekdum chii hai.,1,bad,hindi
salad tumba chennagilla.,3,bad,kannada
eeroju salad bagundi.,4,good,telugu
naan chennagide.,5,good,kannada
fish curry asalu baledu.,1,bad,telugu
Really worst staff.,2,bad,english
dal makhani pura vadiya hai.,5,good,punjabi
puri chala ruchi ledu.,2,bad,telugu
i had a excellent paratha.,4,good,english
salad jama bekaar hai.,1,bad,punjabi
Ivattu breakfast bombat.,5,good,kannada
really bad staff.,1,bad,english
aaj ka chutney ghatiya tha.,1,bad,hindi
eeroju idli adhurs.,5,good,telugu
aaj soup att si.,4,good,punjabi
lunch asalu baledu.,1,bad,telugu
"Loved the curd, it was superb.",4,good,english
salad swaad ni hai.,2,bad,punjabi
aaj palak paneer sira si.,5,good,punjabi
Ivattu chutney bekar.,1,bad,kannada
The salad ws unpleasant.,1,bad,english
curry swaad lagya.,4,good,punjabi
really bd poha.,2,bad,english
Eeroju idli waste.,1,bad,telugu
egg curry asalu ruchi ledu.,2,bad,telugu
paratha att hai.,4,good,punjabi
vada kha ke mood kharab.,2,bad,hindi
aaj ka mixed veg bakwas tha.,1,bad,hindi
dal makhani swaad hai.,4,good,punjabi
Ivattu breakfast chennagide.,5,good,kannada
Ivattu pulao mast agide.,5,good,kannada
dosa jama swaad ni hai.,2,bad,punjabi
Eeroju butter chicken daridram.,1,bad,telugu
eeroju rajma asalu baledu.,2,bad,telugu
dinner ekdum not gud hai.,1,bad,hindi
aaj rajma bakwaas si.,3,bad,punjabi
aaj ka curry mast tha.,4,good,hindi
vada kha ke maza aa gaya.,4,good,hindi
dosa nodoke worst agide.,1,bad,kannada
curry badiya hai.,5,good,hindi
butter chicken pura vadiya hai.,5,good,punjabi
fish curry tumba bekar.,1,bad,kannada
palak paneer asalu worst ga undi.,2,bad,telugu
palak paneer tinte daridram anipinchindi.,1,bad,telugu
khichdi asalu worst ga undi.,2,bad,telugu
kadai chicken bahut not good hai.,1,bad,hindi
dal makhani kha ke changa feel hoya.,5,good,punjabi
