review,rating,sentiment,language
mess alli puttu full sakkath,4,good,kannada
vada pav ulti aa gayi hai bhai,1,bad,hindi
uppit try cheyakandi pani pattadu,1,bad,telugu
rasgulla bekagilla guru,1,bad,kannada
bro the toor dal was lit,4,good,english
bhai omelette full mast,5,good,hindi
manchurian try karo lajawab hai,4,good,hindi
seriously dhokla khali waste,2,bad,telugu
bhel puri skip karo taste zero hai,2,bad,punjabi
dhokla skip maadi ella illa,1,bad,kannada
coffee tinda mele maja bandide feel aaithu,5,good,kannada
lassi try karo zabardast si,5,good,punjabi
mess ch bonda daab aa gayi si,5,good,punjabi
mess kachori baledu bruh,1,bad,telugu
uppit khake zahar feel,1,bad,punjabi
mess lo uppit baga tasty undi,5,good,telugu
dhokla disgusting undi bro,1,bad,telugu
noodles skip karo regret ho reha hai,1,bad,punjabi
seriously bro appam taste illa bro,3,bad,kannada
full pav bhaji nalla aithu bro,4,good,kannada
tried kesari and it was lit,4,good,english
mess da omelette zahar,1,bad,punjabi
kesari is straight disgusting af,3,bad,english
boiled egg khake paisa barbaad feel,1,bad,hindi
mess ka pongal bilkul ghatiya,1,bad,hindi
seriously poori disgusting,2,bad,telugu
omelette khake na khao feel,1,bad,punjabi
bhel puri try cheyakandi pani pattadu,2,bad,telugu
mess kesari pani pattadu,1,bad,telugu
noodles try chesthe full enjoy,5,good,telugu
bro toast was zero stars,1,bad,english
dhokla is straight mid,1,bad,english
mess pongal lowkey not it,1,bad,english
chana dal khake daab aa gayi feel hoya,5,good,punjabi
mess ch poori zabardast si si,5,good,punjabi
mess mein bonda maja aa gaya full tha,4,good,hindi
bhai sach mein pizza khana hi nahi,1,bad,hindi
bro kesari nalla aithu aithu,4,good,kannada
mess mein jalebi lajawab tha,5,good,hindi
mess ka sheera ulti aa gayi,2,bad,hindi
tried jalebi and it was top tier,5,good,english
sheera taste leka undi bro,2,bad,telugu
mess rasgulla lowkey trash,1,bad,english
omelette bilkul ghatiya hai bhai,1,bad,hindi
mess ch lowkey trash,1,bad,english
yo jalebi was straight up legendary,4,good,english
ch tini tarvata feel full enjoy,5,good,telugu
bro scrambled egg tasty bandu aithu,5,good,kannada
mess gulab jamun lowkey trash,2,bad,english
pulao try cheyakandi pani pattadu,2,bad,telugu
bhai seriously dal fry taste zero,1,bad,punjabi
boiled egg iz straight dizgusting af,1,bad,english
mess da chai taste zero,3,bad,punjabi
sandwich eat cheyaleka undi bro,2,bad,telugu
mess alli aloo paratha full sakkath,5,good,kannada
bro the coffee was slaps,5,good,english
kachori tinda mele taste illa bro,1,bad,kannada
nah scrambled egg is ruined my day,3,bad,english
mess mein pizza ekdum zabardast tha,4,good,hindi
mess bonda khali waste,2,bad,telugu
mess da samosa ghatiya si,1,bad,punjabi
dal fry try karo lajawab si,5,good,punjabi
ninna burger tinte tasty ga undi anipinchindi,5,good,telugu
pulao tinda mele taste illa bro,2,bad,kannada
manchurian skip karo zahar hai,2,bad,punjabi
mess alli aloo paratha full sakkath,5,good,kannada
mess alli chai tasty bandu,4,good,kannada
lassi hits different top tier,4,good,english
mess alli chai nalla aithu,4,good,kannada
noodles mat khao bewakoof banaya h,3,bad,hindi
ninna toast tinte manchi anipinchindi,5,good,telugu
seriously rasgulla eat cheyaleka,1,bad,telugu
nah chana dal is ruined my day,1,bad,english
bro noodles was trash,2,bad,english
mess mein kachori bahut tasty tha,4,good,hindi
bro poori maja bandide aithu,5,good,kannada
kachori khake lajawab feel aaya,4,good,hindi
pakoda tinda mele nalla aithu feel aaithu,4,good,kannada
vada pav khake khana hi nahi feel,1,bad,hindi
bhai manchurian maja aa gaya full,5,good,hindi
sheera tini tarvata pani pattadu,1,bad,telugu
manchurian khake regret ho reha feel,2,bad,punjabi
sandwich mood kharab ho gayi hai yaar,3,bad,punjabi
seriously pongal taste leka,1,bad,telugu
mess mein burger lajawab tha,5,good,hindi
chana dal tini tarvata khali waste,1,bad,telugu
rasgulla try karo ekdum perfect,4,good,punjabi
yo pulao was straight up legendary,5,good,english
mess bhajji khali waste,3,bad,telugu
dhokla khake regret feel,2,bad,hindi
bhel puri skip maadi waste piece,1,bad,kannada
bajji tinda mele mood spoil,3,bad,kannada
momos khake paisa barbaad feel,3,bad,hindi
yo soup was straight up crazy good,5,good,english
nah puttu is zero stars,2,bad,english
mess toast is absolutely fire,5,good,english
bajji regret hai bhai,1,bad,hindi
bro masoor dal manchi,5,good,telugu
rasgulla khake na khao feel,2,bad,punjabi
bro chai was disgusting af,1,bad,english
bro noodles tasty ga undi,5,good,telugu
maggi tini tarvata feel superb ga undi,4,good,telugu
seriously bro aloo paratha kemp agide,1,bad,kannada
tried poori regret ruined my day,1,bad,english
bhai seriously pulao regret ho reha,2,bad,punjabi
bro puttu was not it,1,bad,english
puttu tini tarvata pani pattadu,1,bad,telugu
bro aloo paratha full enjoy,5,good,telugu
dal fry try karo maja aa gaya full hai,5,good,hindi
seriously bruh omelette mood spoil,1,bad,kannada
uppit khali waste undi bro,1,bad,telugu
lassi try karo kamaal,5,good,punjabi
full moong dal perfect bro,4,good,kannada
bruh the pizza was lit,5,good,english
yo bhel puri was straight up lit,5,good,english
bro bajji maja bandide aithu,5,good,kannada
mess ch pongal lajawab si si,5,good,punjabi
yaar fried rice ekdum full mast si,4,good,punjabi
puttu hits different absolutely fire,4,good,english
aloo paratha khake bilkul ghatiya feel,1,bad,hindi
samosa eat cheyaleka undi bro,2,bad,telugu
nah aloo paratha is L food,3,bad,english
gobi paratha skip karo na khao hai,1,bad,punjabi
bro appam baga tasty,5,good,telugu
gobi paratha try karo bahut tasty hai,4,good,hindi
yaar aloo paratha to ekdum maja aa gaya full,4,good,hindi
ninna sandwich tinte superb ga undi anipinchindi,5,good,telugu
gulab jamun hits different slaps,5,good,english
bhai sach mein halwa bewakoof banaya,1,bad,hindi
mess mein omelette bahut tasty tha,4,good,hindi
mess ka moong dal bilkul ghatiya,1,bad,hindi
nah tadka dal iz dizgusting af,1,bad,english
tadka dal skip maadi mood spoil,2,bad,kannada
yaar fried rice ekdum lajawab si si,5,good,punjabi
vada pav taste illa bro guru,2,bad,kannada
soup try karo perfect tha h,4,good,hindi
mess lo fried rice mast undi undi,4,good,telugu
mess samosa is lit,4,good,english
yo coffee was straight up crazy good,5,good,english
mess tadka dal khali waste,1,bad,telugu
pakoda try karo full mast hai,5,good,hindi
yo toor dal was straight up absolutely fire,5,good,english
masoor dal ulti aa gayi hai bhai,2,bad,hindi
mess da cutlet taste zero,2,bad,punjabi
fried rice try cheyakandi taste leka,1,bad,telugu
yo chana dal was straight up bussin,5,good,english
bro dal fry was mid,1,bad,english
boiled egg skip karo zahar hai,2,bad,punjabi
bhai scrambled egg full mast hai,4,good,punjabi
bh sach mein lassi regret,1,bad,hindi
mess da cutlet na khao,2,bad,punjabi
bhai jalebi kamaal ka,5,good,hindi
yaar sheera to ekdum perfect tha,5,good,hindi
samosa try karo full mast,4,good,punjabi
mess mein noodles lajawab tha,5,good,hindi
nah masoor dal is not it,1,bad,english
boiled egg is straight disgusting af,2,bad,english
mess soup eat cheyaleka,1,bad,telugu
uppit tinda mele waste piece,1,bad,kannada
masoor dal try karo bahut tasty hai,5,good,hindi
bhai rasgulla full mast,5,good,hindi
bhai seriously chai regret ho reha,1,bad,punjabi
tried dal fry and it was top tier,4,good,english
mess tadka dal khali waste,2,bad,telugu
mess lo pakoda manchi undi,5,good,telugu
yaar uppit to ekdum full mast,4,good,hindi
yaar momos to ekdum bahut tasty,5,good,hindi
nah pongal is disgusting af,2,bad,english
mess vada pav full disgusting aithu,1,bad,kannada
toast ghatiya si hai yaar,2,bad,punjabi
nah bhajji is not it,1,bad,english
vada pav tinda mele tasty bandu feel aaithu,4,good,kannada
mess mein kachori lajawab tha,5,good,hindi
ninna kachori tinte superb ga undi anipinchindi,5,good,telugu
dal fry try chesthe baga tasty,5,good,telugu
soup skip maadi bekagilla,1,bad,kannada
yaar sandwich ekdum daab aa gayi si,4,good,punjabi
nah pongal is trash,1,bad,english
uppit skip karo zahar hai,1,bad,punjabi
toor dal taste zero hai yaar,1,bad,punjabi
mess cutlet lowkey disgusting af,1,bad,english
bro toor dal maja bandide aithu,5,good,kannada
full puttu full sakkath bro,5,good,kannada
nah jalebi is trash,1,bad,english
bajji try chesthe full enjoy,4,good,telugu
pongal try karo bahut tasty hai,5,good,hindi
seriously pav bhaji mood off,2,bad,telugu
kesari taste zero hai yaar,1,bad,punjabi
bhai tadka dal zabardast si hai,4,good,punjabi
mess ch uppit ekdum perfect si,4,good,punjabi
mess ch toast kamaal si,4,good,punjabi
sheera tinda mele kemp agide,2,bad,kannada
bhai sach mein halwa regret,2,bad,hindi
kachori try karo ekdum zabardast hai,5,good,hindi
bruh boiled egg tasty bandu aithu,5,good,kannada
bro appam full sakkath aithu,5,good,kannada
halwa is straight trash,2,bad,english
halwa is straight ruined my day,2,bad,english
mess halwa lowkey mid,1,bad,english
bhajji khake kamaal ka feel aaya,4,good,hindi
ninna pav bhaji tinte superb ga undi anipinchindi,5,good,telugu
tried omelette and it was lit,5,good,english
pongal skip maadi bekagilla,1,bad,kannada
yaar pasta to ekdum full mast,5,good,hindi
cutlet khake full mast feel hoya,4,good,punjabi
yaar pongal ekdum ekdum perfect si,5,good,punjabi
bhai manchurian zabardast si hai,4,good,punjabi
bhai kachori zabardast si hai,4,good,punjabi
dhokla khake zahar feel,1,bad,punjabi
sandwich baledu bro undi bro,1,bad,telugu
masoor dal tinda mele waste piece,2,bad,kannada
cutlet tini tarvata mood off,2,bad,telugu
mess burger full waste piece,1,bad,kannada
boiled egg baledu bro undi bro,2,bad,telugu
seriously bro puttu mood spoil,1,bad,kannada
bro soup yummy aithu,5,good,kannada
bro burger tasty ga undi,5,good,telugu
mess noodles full mood spoil,2,bad,kannada
coffee tini tarvata khali waste,2,bad,telugu
chai kemp agide guru,2,bad,kannada
pav bhaji tinda mele super aithu feel aaithu,5,good,kannada
mess alli omelette maja bandide,5,good,kannada
dhokla try cheyakandi eat cheyaleka,2,bad,telugu
bhel puri tini tarvata feel baga tasty,5,good,telugu
dal fry try karo kamaal ka hai,4,good,hindi
gobi paratha khake ekdum perfect feel hoya,5,good,punjabi
soup na khao hai yaar,2,bad,punjabi
kesari tinda mele waste piece,1,bad,kannada
bro dal fry perfect aithu,5,good,kannada
bhai puttu kamaal hai,5,good,punjabi
fried rice try madi yummy,5,good,kannada
toast skip karo na khao hai,1,bad,punjabi
seriously bro jalebi taste illa bro,2,bad,kannada
seriously bro rasgulla bekagilla,2,bad,kannada
yaar lassi to ekdum kamaal ka,5,good,hindi
tried pulao regret not it,2,bad,english
masoor dal zahar hai yaar,2,bad,punjabi
bhai seriously scrambled egg regret ho reha,1,bad,punjabi
full chai perfect bro,5,good,kannada
ninna sheera tinte manchi anipinchindi,4,good,telugu
bh noodles kamaal ka,4,good,hindi
yo manchurian was straight up slaps,5,good,english
mess ka toor dal bewakoof banaya,2,bad,hindi
bro the lassi was top tier,5,good,english
mess alli momos super aithu,5,good,kannada
moong dal mat khao ulti aa gayi h,1,bad,hindi
bro appam perfect ga undi,4,good,telugu
yo jalebi was straight up crazy good,5,good,english
omelette tinda mele bekagilla,1,bad,kannada
dhokla disgusting aithu guru,1,bad,kannada
bro the jalebi was crazy good,5,good,english
mess alli rasgulla super aithu,4,good,kannada
bh sach mein jalebi bilkul ghatiya,1,bad,hindi
toor dal try chesthe superb ga undi,5,good,telugu
coffee khake bohot kharab feel,2,bad,hindi
scrambled egg tini tarvata taste leka,1,bad,telugu
nah bhel puri is mid,2,bad,english
medu vada khake kamaal ka feel aaya,4,good,hindi
mess chana dal full kemp agide,1,bad,kannada
bro kesari was not it,2,bad,english
bhai sach mein vada pav paisa barbaad,2,bad,hindi
scrambled egg khake ekdum perfect feel hoya,5,good,punjabi
noodles try madi full sakkath,4,good,kannada
coffee khake ekdum zabardast feel aaya,5,good,hindi
coffee khake ekdum zabardast feel aaya,5,good,hindi
mess lo poori superb ga undi undi,4,good,telugu
bro the noodles was bussin,5,good,english
mess ch pakoda daab aa gayi si,4,good,punjabi
mess poori full waste piece,1,bad,kannada
appam mat khao bilkul ghatiya hai,2,bad,hindi
bro pav bhaji superb ga undi,5,good,telugu
maggi try karo lajawab si,5,good,punjabi
mess rasgulla is no cap good,4,good,english
coffee try cheyakandi taste leka,1,bad,telugu
ninna pakoda tinte perfect ga undi anipinchindi,5,good,telugu
pulao tinda mele disgusting aithu,2,bad,kannada
noodles try chesthe manchi,5,good,telugu
pulao try karo ekdum zabardast hai,5,good,hindi
bro kesari full enjoy,4,good,telugu
tried moong dal and it was bussin,5,good,english
mess jalebi full kemp agide,1,bad,kannada
bhai seriously boiled egg na khao,1,bad,punjabi
ninna gobi paratha tinte mast undi anipinchindi,5,good,telugu
bro bhajji tasty ga undi,5,good,telugu
bajji is straight mid,1,bad,english
bh sach mein masoor dal paisa barbaad,2,bad,hindi
jalebi mood off undi bro,2,bad,telugu
sheera try cheyakandi pani pattadu,1,bad,telugu
mess alli cutlet yummy,5,good,kannada
mess alli kesari maja bandide,5,good,kannada
bhai burger kamaal ka,4,good,hindi
moong dal tini tarvata feel manchi,4,good,telugu
moong dal try madi super aithu,5,good,kannada
seriously bro aloo paratha disgusting aithu,2,bad,kannada
seriously medu vada eat cheyaleka,1,bad,telugu
masoor dal tini tarvata eat cheyaleka,2,bad,telugu
cutlet skip maadi mood spoil,1,bad,kannada
mess mein jalebi perfect tha tha,5,good,hindi
yaar halwa to ekdum kamaal ka,5,good,hindi
mess da moong dal mood kharab ho gayi,2,bad,punjabi
masoor dal tini tarvata feel baga tasty,4,good,telugu
full burger tasty bandu bro,4,good,kannada
bro pulao nalla aithu aithu,4,good,kannada
mess boiled egg full mood spoil,3,bad,kannada
fried rice khake lajawab feel aaya,5,good,hindi
seriously masoor dal baledu bro,1,bad,telugu
bhai seriously rasgulla na khao,1,bad,punjabi
bajji tini tarvata taste leka,1,bad,telugu
appam tini tarvata baledu bro,3,bad,telugu
mess puttu disgusting,1,bad,telugu
full aloo paratha maja bandide bro,4,good,kannada
sheera skip karo zahar hai,1,bad,punjabi
pulao is straight l food,2,bad,english
sheera is straight not it,2,bad,english
chana dal mood kharab ho gayi hai yaar,1,bad,punjabi
bhel puri khake na khao feel,1,bad,punjabi
coffee try chesthe manchi,4,good,telugu
toast khake daab aa gayi feel hoya,4,good,punjabi
toast tinda mele ella illa,3,bad,kannada
bro cutlet was zero stars,1,bad,english
bhai medu vada daab aa gayi hai,5,good,punjabi
bro halwa baga tasty,5,good,telugu
dhokla try karo ekdum perfect,5,good,punjabi
pizza tinda mele kemp agide,1,bad,kannada
tried omelette regret not it,2,bad,english
samosa try karo lajawab hai,5,good,hindi
noodles khake full mast feel hoya,5,good,punjabi
gulab jamun try karo maja aa gaya full hai,5,good,hindi
yaar sandwich ekdum daab aa gayi si,4,good,punjabi
soup tini tarvata khali waste,1,bad,telugu
seriously bro tadka dal bekagilla,1,bad,kannada
chai mat khao ulti aa gayi hai,1,bad,hindi
bro the tadka dal was absolutely fire,5,good,english
uppit tinda mele maja bandide feel aaithu,5,good,kannada
chana dal iz straight straight garbage,1,bad,english
noodles khake regret feel,2,bad,hindi
mess poori full waste piece,1,bad,kannada
cutlet khake perfect tha feel aaya,5,good,hindi
sheera baledu bro undi bro,1,bad,telugu
nah fried rice is trash,1,bad,english
sandwich khana hi nahi hai bhai,2,bad,hindi
lassi disgusting aithu guru,1,bad,kannada
pakoda try karo kamaal ka hai,5,good,hindi
pizza bekagilla guru,1,bad,kannada
tadka dal tinda mele super aithu feel aaithu,4,good,kannada
samosa tini tarvata feel tasty ga undi,5,good,telugu
mess lo scrambled egg manchi undi,5,good,telugu
pakoda skip maadi mood spoil,1,bad,kannada
dhokla try madi tasty bandu,4,good,kannada
full masoor dal nalla aithu bro,5,good,kannada
mess lo pongal tasty ga undi undi,5,good,telugu
mess ka jalebi regret,2,bad,hindi
ninna dhokla tinte mast undi anipinchindi,5,good,telugu
tried kachori regret straight garbage,1,bad,english
mess ka bhel puri bilkul ghatiya,1,bad,hindi
yaar pasta ekdum lajawab si si,5,good,punjabi
mess alli chana dal maja bandide,5,good,kannada
ninna puttu tinte tasty ga undi anipinchindi,5,good,telugu
momos tini tarvata eat cheyaleka,1,bad,telugu
chana dal try karo full mast hai,5,good,hindi
pakoda bilkul ghatiya hai bhai,1,bad,hindi
vada pav disgusting undi bro,1,bad,telugu
bhai sach mein boiled egg bohot kharab,1,bad,hindi
dal fry skip karo regret ho reha hai,2,bad,punjabi
nah burger iz dizgusting af,2,bad,english
mess scrambled egg baledu bro,1,bad,telugu
nah pongal is zero stars,1,bad,english
bro sandwich full sakkath aithu,5,good,kannada
mess lo kesari tasty ga undi undi,5,good,telugu
fried rice tini tarvata feel mast undi,5,good,telugu
nah uppit iz not it,1,bad,english
bhai poori kamaal hai,5,good,punjabi
lassi hits different slaps,5,good,english
full kachori maja bandide bro,5,good,kannada
tried dhokla regret L food,2,bad,english
kesari tinda mele ella illa,1,bad,kannada
masoor dal skip karo ghatiya si hai,2,bad,punjabi
pakoda mat khao bilkul ghatiya hai,1,bad,hindi
momos hits different slaps,5,good,english
bhai sach mein gobi paratha bohot kharab,2,bad,hindi
bro toast was zero stars,1,bad,english
mess pakoda full ella illa,1,bad,kannada
pongal taste leka undi bro,1,bad,telugu
bro manchurian baga tasty,4,good,telugu
mess manchurian is absolutely fire,4,good,english
mess da bhel puri taste zero,1,bad,punjabi
gulab jamun hits different crazy good,5,good,english
tried pav bhaji and it was absolutely fire,5,good,english
yaar momos ekdum zabardast si si,5,good,punjabi
momos regret ho reha hai yaar,2,bad,punjabi
mess lo pasta superb ga undi undi,5,good,telugu
bhai seriously toor dal ghatiya si,1,bad,punjabi
moong dal mat khao bewakoof banaya hai,1,bad,hindi
yo burger was straight up no cap good,5,good,english
toor dal is straight L food,1,bad,english
bro the puttu was bussin,5,good,english
mess ch scrambled egg lajawab si si,4,good,punjabi
full noodles yummy bro,5,good,kannada
sheera try karo kamaal,5,good,punjabi
mess da chai na khao,3,bad,punjabi
mess bhel puri full disgusting aithu,2,bad,kannada
ninna rasgulla tinte superb ga undi anipinchindi,5,good,telugu
yo pav bhaji was straight up top tier,5,good,english
bro da toor dal was top tier,5,good,english
sheera tini tarvata feel manchi,5,good,telugu
nah pulao is ruined my day,2,bad,english
maggi is straight ruined my day,2,bad,english
yaar masoor dal ekdum lajawab si si,5,good,punjabi
mess alli samosa yummy,5,good,kannada
masoor dal khake ulti aa gayi feel,1,bad,hindi
pongal khake ghatiya si feel,2,bad,punjabi
yo lassi was straight up crazy good,5,good,english
bhai cutlet solid taste hai,5,good,punjabi
mess ch pav bhaji ekdum perfect si,5,good,punjabi
mess mein moong dal lajawab tha,5,good,hindi
toor dal tinda mele disgusting aithu,1,bad,kannada
yo medu vada was straight up slaps,5,good,english
mess lo halwa baga tasty undi,4,good,telugu
bruh noodles was not it,3,bad,english
mess alli bhel puri maja bandide,4,good,kannada
bhai sach mein cutlet bilkul ghatiya,1,bad,hindi
mess aloo paratha disgusting,2,bad,telugu
mess lo pulao tasty ga undi undi,5,good,telugu
poori skip maadi ella illa,2,bad,kannada
soup khake bahut tasty feel aaya,5,good,hindi
boiled egg tini tarvata feel superb ga undi,5,good,telugu
bro the medu vada was bussin,5,good,english
nah pasta is trash,2,bad,english
mess alli omelette nalla aithu,5,good,kannada
tried vada pav and it was lit,4,good,english
chai try chesthe tasty ga undi,5,good,telugu
mess mein pizza bahut tasty tha,5,good,hindi
samosa hits different crazy good,5,good,english
kachori regret ho reha hai yaar,1,bad,punjabi
nah lassi is mid,1,bad,english
mess lo lassi full enjoy undi,4,good,telugu
manchurian try chesthe mast undi,4,good,telugu
gobi paratha tinda mele full sakkath feel aaithu,5,good,kannada
seriously bro manchurian disgusting aithu,3,bad,kannada
bonda try madi full sakkath,4,good,kannada
cutlet tinda mele full sakkath feel aaithu,5,good,kannada
samosa try cheyakandi khali waste,1,bad,telugu
noodles try karo kamaal,5,good,punjabi
bro the cutlet was crazy good,5,good,english
bro aloo paratha was disgusting af,1,bad,english
dal fry try cheyakandi disgusting,2,bad,telugu
full bhajji yummy bro,4,good,kannada
mess uppit full taste illa bro,1,bad,kannada
momos tini tarvata feel manchi,5,good,telugu
mess appam lowkey straight garbage,3,bad,english
soup try chesthe tasty ga undi,4,good,telugu
mess da kachori regret ho reha,2,bad,punjabi
cutlet try karo ekdum perfect,5,good,punjabi
gobi paratha is straight l food,1,bad,english
bajji try cheyakandi baledu bro,1,bad,telugu
bro samosa tasty ga undi,4,good,telugu
toast mat khao regret hai,3,bad,hindi
seriously bro maggi mood spoil,2,bad,kannada
chai tini tarvata khali waste,2,bad,telugu
toast tinda mele kemp agide,2,bad,kannada
seriously bro chana dal mood spoil,1,bad,kannada
gobi paratha khake mood kharab ho gayi feel,1,bad,punjabi
mess da burger zahar,2,bad,punjabi
mess ch sandwich lajawab si si,4,good,punjabi
mess toast lowkey not it,1,bad,english
bro scrambled egg was not it,3,bad,english
momos bekagilla guru,1,bad,kannada
mess ch bonda solid taste si,5,good,punjabi
mess ch gobi paratha daab aa gayi si,4,good,punjabi
bro the uppit was slaps,4,good,english
gobi paratha try cheyakandi khali waste,1,bad,telugu
bro toast full sakkath aithu,5,good,kannada
mess momos lowkey ruined my day,2,bad,english
yaar dal fry ekdum daab aa gayi si,5,good,punjabi
nah samosa iz L food,2,bad,english
nah noodles is mid,3,bad,english
bro the coffee was bussin,4,good,english
scrambled egg regret ho reha h yaar,1,bad,punjabi
sheera hits different crazy good,4,good,english
mess mein cutlet bahut tasty tha,4,good,hindi
mess ch toor dal full mast si,5,good,punjabi
mess puttu lowkey trash,2,bad,english
mess momos lowkey ruined my day,2,bad,english
nah pizza is not it,1,bad,english
manchurian disgusting aithu guru,1,bad,kannada
medu vada mat khao regret hai,1,bad,hindi
dal fry skip karo na khao hai,1,bad,punjabi
bhai seriously masoor dal ghatiya si,3,bad,punjabi
mess ka pav bhaji bewakoof banaya,1,bad,hindi
tried pav bhaji and it was legendary,5,good,english
rasgulla khake zahar feel,2,bad,punjabi
gulab jamun khake taste zero feel,1,bad,punjabi
uppit hits different top tier,5,good,english
tried coffee regret mid,1,bad,english
toor dal mood spoil guru,1,bad,kannada
bhai sach mein coffee regret,1,bad,hindi
bhai pizza ekdum perfect hai,5,good,punjabi
cutlet tini tarvata feel tasty ga undi,5,good,telugu
mess ch jalebi ekdum perfect si,5,good,punjabi
mess ch pasta daab aa gayi si,4,good,punjabi
mess appam full disgusting aithu,1,bad,kannada
noodles tini tarvata pani pattadu,2,bad,telugu
bhai noodles full mast,5,good,hindi
manchurian try karo solid taste,5,good,punjabi
seriously scrambled egg mood off,2,bad,telugu
rasgulla tini tarvata baledu bro,1,bad,telugu
mess bhajji baledu bro,2,bad,telugu
medu vada regret hai bhai,1,bad,hindi
dhokla khake full mast feel aaya,5,good,hindi
yaar aloo paratha ekdum lajawab si si,5,good,punjabi
poori khake paisa barbaad feel,1,bad,hindi
bhai sheera zabardast si hai,5,good,punjabi
omelette khake ulti aa gayi feel,1,bad,hindi
bro da appam was slaps,4,good,english
kachori disgusting aithu guru,1,bad,kannada
mess ch appam full mast si,5,good,punjabi
halwa khake bahut tasty feel aaya,5,good,hindi
pav bhaji bekagilla guru,2,bad,kannada
toor dal khake ekdum perfect feel hoya,5,good,punjabi
mess ch momos kamaal si,4,good,punjabi
seriously pongal khali waste,1,bad,telugu
mess ka lassi bilkul ghatiya,2,bad,hindi
pizza taste zero hai yaar,2,bad,punjabi
sandwich tinda mele taste illa bro,1,bad,kannada
mess da aloo paratha regret ho reha,2,bad,punjabi
kachori tini tarvata baledu bro,2,bad,telugu
full maggi nalla aithu bro,4,good,kannada
mess cutlet eat cheyaleka,1,bad,telugu
maggi skip karo taste zero hai,2,bad,punjabi
mess burger full disgusting aithu,1,bad,kannada
aloo paratha hits different slaps,4,good,english
yaar aloo paratha to ekdum full mast,5,good,hindi
mess bhajji disgusting,3,bad,telugu
bh bhajji full mast h,5,good,punjabi
bhai seriously kachori ghatiya si,1,bad,punjabi
sandwich try madi yummy,4,good,kannada
full scrambled egg super aithu bro,5,good,kannada
masoor dal mood off undi bro,1,bad,telugu
mess lo halwa superb ga undi undi,5,good,telugu
bro pongal was not it,1,bad,english
seriously appam khali waste,1,bad,telugu
boiled egg khake paisa barbaad feel,1,bad,hindi
yo halwa was straight up slaps,5,good,english
toor dal try karo ekdum perfect,5,good,punjabi
vada pav iz straight not it,1,bad,english
momos hits different legendary,4,good,english
bhai seriously cutlet ghatiya si,1,bad,punjabi
jalebi khake na khao feel,2,bad,punjabi
bhai chai solid taste hai,5,good,punjabi
toor dal khake ulti aa gayi feel,2,bad,hindi
mess sheera pani pattadu,1,bad,telugu
seriously bro pizza taste illa bro,2,bad,kannada
yaar toast to ekdum kamaal ka,4,good,hindi
gobi paratha khake khana hi nahi feel,2,bad,hindi
pakoda try chesthe tasty ga undi,4,good,telugu
ninna coffee tinte tasty ga undi anipinchindi,5,good,telugu
dhokla mood off undi bro,1,bad,telugu
bh sach mein pongal ulti aa gayi,2,bad,hindi
bhai pasta kamaal ka,4,good,hindi
yaar gulab jamun ekdum kamaal si,5,good,punjabi
bro boiled egg full enjoy,4,good,telugu
seriously sandwich baledu bro,1,bad,telugu
mess burger is top tier,5,good,english
bro boiled egg was disgusting af,3,bad,english
samosa hits different no cap good,5,good,english
mess mein boiled egg full mast tha,5,good,hindi
soup tinda mele ella illa,1,bad,kannada
bh sach mein rasgulla bewakoof banaya,2,bad,hindi
toast tinda mele super aithu feel aaithu,5,good,kannada
mess da aloo paratha taste zero,1,bad,punjabi
yo gobi paratha was straight up lit,4,good,english
mess jalebi khali waste,1,bad,telugu
scrambled egg skip karo regret ho reha hai,1,bad,punjabi
bro boiled egg baga tasty,5,good,telugu
poori ella illa guru,1,bad,kannada
tried gulab jamun regret trash,1,bad,english
bro the rasgulla was no cap good,5,good,english
mess alli manchurian perfect,5,good,kannada
toor dal mat khao khana hi nahi hai,2,bad,hindi
seriously bro cutlet kemp agide,1,bad,kannada
boiled egg try cheyakandi eat cheyaleka,2,bad,telugu
full pakoda yummy bro,5,good,kannada
bro pizza manchi,4,good,telugu
tried coffee regret mid,2,bad,english
mess chai full waste piece,1,bad,kannada
puttu try chesthe mast undi,5,good,telugu
mess alli gobi paratha full sakkath,5,good,kannada
jalebi mat khao bohot kharab hai,2,bad,hindi
omelette tinda mele disgusting aithu,1,bad,kannada
ninna aloo paratha tinte baga tasty anipinchindi,5,good,telugu
mess alli pav bhaji super aithu,4,good,kannada
bhai sach mein pakoda khana hi nahi,1,bad,hindi
halwa try karo perfect tha hai,5,good,hindi
cutlet tinda mele waste piece,1,bad,kannada
pasta disgusting undi bro,1,bad,telugu
mess ch pakoda full mast si,4,good,punjabi
yaar appam ekdum zabardast si si,5,good,punjabi
yaar aloo paratha to ekdum perfect tha,4,good,hindi
full gulab jamun yummy bro,5,good,kannada
mess gulab jamun full ella illa,2,bad,kannada
tried pav bhaji regret straight garbage,2,bad,english
yaar scrambled egg to ekdum kamaal ka,5,good,hindi
ninna moong dal tinte full enjoy anipinchindi,4,good,telugu
soup is straight straight garbage,1,bad,english
fried rice is straight not it,2,bad,english
bhai poori zabardast si hai,5,good,punjabi
sandwich khake na khao feel,2,bad,punjabi
yo moong dal was straight up lit,5,good,english
bhajji try madi yummy,4,good,kannada
lassi disgusting undi bro,2,bad,telugu
dal fry tini tarvata baledu bro,2,bad,telugu
masoor dal skip karo zahar hai,2,bad,punjabi
omelette try karo ekdum perfect,5,good,punjabi
bhajji mat khao bilkul ghatiya hai,3,bad,hindi
kachori khake zahar feel,1,bad,punjabi
