review,rating,sentiment,language
ninna pulao tinte manchi anipinchindi,4,good,telugu
bh seriously appam na khao,2,bad,punjabi
seriously bonda baledu bro,1,bad,telugu
yo toast was straight up bussin,4,good,english
jalebi hits different bussin,5,good,english
pongal khake ekdum perfect feel hoya,4,good,punjabi
pav bhaji tinda mele ella illa,1,bad,kannada
mess mein sandwich lajawab tha,4,good,hindi
bro maggi full enjoy,5,good,telugu
rasgulla regret hai bhai,1,bad,hindi
noodles hits different lit,4,good,english
tried toast regret not it,1,bad,english
bro the boiled egg was absolutely fire,5,good,english
bhai sach mein pulao khana hi nahi,2,bad,hindi
medu vada hits different crazy good,5,good,english
pasta khake ekdum perfect feel hoya,5,good,punjabi
chana dal kemp agide guru,2,bad,kannada
seriously toast baledu bro,2,bad,telugu
bhai seriously dhokla faltu,2,bad,punjabi
yaar pasta to ekdum kamaal ka,5,good,hindi
seriously bro halwa disgusting aithu,1,bad,kannada
masoor dal is straight trash,1,bad,english
lassi try madi tasty bandu,5,good,kannada
momos tinda mele disgusting aithu,1,bad,kannada
mess lo bonda mast undi undi,5,good,telugu
bhel puri try karo perfect tha hai,5,good,hindi
mess bonda pani pattadu,1,bad,telugu
mess boiled egg lowkey disgusting af,1,bad,english
appam regret hai bhai,1,bad,hindi
bro the sheera was no cap good,5,good,english
tried halwa and it was fire,5,good,english
poori khake zahar feel,2,bad,punjabi
mess da bhajji na khao,2,bad,punjabi
nah bhajji is ruined my day,1,bad,english
mess mein dal fry kamaal ka tha,5,good,hindi
mess lassi is fire,5,good,english
soup khake bahut tasty feel aaya,5,good,hindi
bhai dal fry maja aa gaya full,5,good,hindi
omelette bekagilla guru,1,bad,kannada
kesari mat khao paisa barbaad hai,2,bad,hindi
mess ka jalebi bewakoof banaya,1,bad,hindi
rasgulla try madi perfect,4,good,kannada
burger kemp agide guru,1,bad,kannada
bhai boiled egg bahut tasty,4,good,hindi
chai iz straight trash,2,bad,english
tried omelette regret trash,3,bad,english
bhai vada pav kamaal ka,5,good,hindi
mess alli bajji nalla aithu,5,good,kannada
yaar kachori ekdum full mast si,5,good,punjabi
full momos full sakkath bruh,4,good,kannada
mess chana dal full waste piece,2,bad,kannada
mess alli chana dal yummy,4,good,kannada
mess alli kachori yummy,5,good,kannada
bhai pav bhaji lajawab si hai,5,good,punjabi
mess ch rasgulla ekdum perfect si,5,good,punjabi
bonda khake lajawab si feel hoya,5,good,punjabi
lassi waste piece guru,3,bad,kannada
burger skip maadi taste illa bro,2,bad,kannada
yo boiled egg was straight up crazy good,4,good,english
momos mat khao regret hai,1,bad,hindi
samosa try madi nalla aithu,5,good,kannada
manchurian tini tarvata feel full enjoy,4,good,telugu
mess ka masoor dal bohot kharab,1,bad,hindi
mess dal fry lowkey straight garbage,1,bad,english
mess vada pav full disgusting aithu,1,bad,kannada
mess ch dal fry full mast si,5,good,punjabi
medu vada khake kamaal ka feel aaya,5,good,hindi
gulab jamun mat khao bohot kharab hai,2,bad,hindi
nah boiled egg is L food,2,bad,english
mess omelette full disgusting aithu,2,bad,kannada
pizza khake lajawab si feel hoya,5,good,punjabi
gulab jamun is straight straight garbage,2,bad,english
bro the boiled egg was lit,5,good,english
nah tadka dal is ruined my day,2,bad,english
bruh scrambled egg was L food,1,bad,english
nah aloo paratha is ruined my day,2,bad,english
tried chana dal regret straight garbage,2,bad,english
seriously uppit disgusting,2,bad,telugu
bhel puri skip karo mood kharab ho gayi hai,2,bad,punjabi
jalebi khake ghatiya si feel,1,bad,punjabi
yo cutlet was straight up crazy good,5,good,english
uppit try madi tasty bandu,4,good,kannada
bro halwa baga tasty,5,good,telugu
pakoda try chesthe superb ga undi,5,good,telugu
samosa mat khao bewakoof banaya hai,2,bad,hindi
rasgulla khali waste undi bruh,1,bad,telugu
bro burger super aithu aithu,5,good,kannada
pongal try cheyakandi khali waste,2,bad,telugu
mess bonda taste leka,2,bad,telugu
sandwich tinda mele nalla aithu feel aaithu,5,good,kannada
bonda try karo zabardast si,5,good,punjabi
mess ka kesari bewakoof banaya,1,bad,hindi
tried burger regret straight garbage,2,bad,english
sandwich try karo perfect tha hai,5,good,hindi
mess ch toast zabardast si si,5,good,punjabi
sandwich skip maadi taste illa bro,1,bad,kannada
kesari khake taste zero feel,1,bad,punjabi
ninna sandwich tinte mast undi anipinchindi,4,good,telugu
gobi paratha skip maadi bekagilla,2,bad,kannada
mess lo soup tasty ga undi undi,5,good,telugu
bro the rasgulla was top tier,4,good,english
tried lassi and it was slaps,4,good,english
aloo paratha faltu hai yaar,1,bad,punjabi
seriously bro omelette bekagilla,2,bad,kannada
noodles try karo maja aa gaya full h,5,good,hindi
sheera khake bahut tasty feel aaya,4,good,hindi
mess sheera mood off,1,bad,telugu
dhokla is straight l food,1,bad,english
bro jalebi full enjoy,5,good,telugu
bhai scrambled egg full mast hai,4,good,punjabi
mess poori lowkey trash,1,bad,english
aloo paratha mat khao bohot kharab hai,2,bad,hindi
mess momos eat cheyaleka,2,bad,telugu
bhai seriously puttu taste zero,2,bad,punjabi
halwa tini tarvata mood off,1,bad,telugu
mess halwa full bekagilla,3,bad,kannada
pongal try karo lajawab hai,5,good,hindi
bro jalebi was zero stars,2,bad,english
gulab jamun khake full mast feel hoya,4,good,punjabi
pasta mat khao paisa barbaad hai,1,bad,hindi
bh halwa bahut tasty,5,good,hindi
medu vada tinda mele mood spoil,1,bad,kannada
mess puttu mood off,1,bad,telugu
bhai gulab jamun kamaal hai,5,good,punjabi
bhai pasta perfect tha,4,good,hindi
noodles khana hi nahi h bh,1,bad,hindi
mess da tadka dal ghatiya si,2,bad,punjabi
kachori tinda mele perfect feel aaithu,4,good,kannada
soup skip karo regret ho reha hai,2,bad,punjabi
bro omelette mast undi,5,good,telugu
puttu try karo bahut tasty hai,4,good,hindi
mess ka burger khana hi nahi,1,bad,hindi
appam skip karo ghatiya si hai,1,bad,punjabi
mess sheera lowkey ruined my day,1,bad,english
gobi paratha khake ulti aa gayi feel,2,bad,hindi
yaar coffee to ekdum perfect tha,4,good,hindi
boiled egg is straight disgusting af,1,bad,english
mess uppit lowkey ruined my day,1,bad,english
bro jalebi nalla aithu aithu,5,good,kannada
sheera hits different lit,5,good,english
ninna bhajji tinte mast undi anipinchindi,5,good,telugu
bro pizza superb ga undi,5,good,telugu
nah pav bhaji is disgusting af,2,bad,english
mess fried rice full ella illa,2,bad,kannada
yaar uppit ekdum ekdum perfect si,4,good,punjabi
bro fried rice perfect aithu,5,good,kannada
bh sach mein pasta bohot kharab,2,bad,hindi
manchurian skip karo na khao hai,1,bad,punjabi
burger mat khao bewakoof banaya hai,2,bad,hindi
manchurian is straight straight garbage,1,bad,english
gulab jamun try cheyakandi mood off,2,bad,telugu
dal fry skip maadi taste illa bro,1,bad,kannada
pulao try karo perfect tha hai,5,good,hindi
nah halwa is not it,2,bad,english
gobi paratha skip karo taste zero h,2,bad,punjabi
mess da manchurian na khao,1,bad,punjabi
mess pakoda lowkey disgusting af,2,bad,english
mess pakoda full waste piece,1,bad,kannada
omelette tinda mele disgusting aithu,2,bad,kannada
seriously bro chana dal bekagilla,2,bad,kannada
mess bajji mood off,2,bad,telugu
omelette mat khao bilkul ghatiya hai,2,bad,hindi
bro bonda was zero stars,2,bad,english
bruh da omelette was absolutely fire,5,good,english
scrambled egg disgusting aithu guru,1,bad,kannada
full tadka dal tasty bandu bro,4,good,kannada
yaar kachori to ekdum kamaal ka,5,good,hindi
mess ka jalebi ulti aa gayi,1,bad,hindi
mess mein vada pav lajawab tha,4,good,hindi
mess alli toor dal yummy,5,good,kannada
tried appam regret trash,2,bad,english
mess momos full ella illa,1,bad,kannada
soup hits different fire,4,good,english
yaar halwa ekdum daab aa gayi si,5,good,punjabi
lassi tini tarvata feel mast undi,4,good,telugu
full tadka dal nalla aithu bro,5,good,kannada
sheera tinda mele waste piece,1,bad,kannada
yaar ch to ekdum perfect tha,5,good,hindi
samosa is straight mid,2,bad,english
nah coffee is trash,2,bad,english
halwa mat khao bewakoof banaya hai,1,bad,hindi
scrambled egg tinda mele disgusting aithu,1,bad,kannada
rasgulla khake bilkul ghatiya feel,3,bad,hindi
mess alli cutlet perfect,5,good,kannada
bhai omelette lajawab si hai,5,good,punjabi
mess pizza lowkey disgusting af,2,bad,english
nah pav bhaji is not it,2,bad,english
pizza zahar hai yaar,3,bad,punjabi
mess bhel puri is top tier,5,good,english
bhai sach mein toor dal bohot kharab,2,bad,hindi
bro pakoda was trash,2,bad,english
bro pakoda was ruined my day,1,bad,english
bhai seriously masoor dal na khao,1,bad,punjabi
full samosa super aithu bro,5,good,kannada
pav bhaji tinda mele mood spoil,2,bad,kannada
bhel puri try madi super aithu,5,good,kannada
tried boiled egg regret L food,2,bad,english
mess puttu full kemp agide,1,bad,kannada
kesari try karo lajawab hai,5,good,hindi
bruh toast tasty bandu aithu,4,good,kannada
mess rasgulla full taste illa bro,3,bad,kannada
bhajji is straight L food,2,bad,english
full toast nalla aithu bro,5,good,kannada
gulab jamun khake bahut tasty feel aaya,4,good,hindi
nah bhajji is L food,1,bad,english
mess mein toast maja aa gaya full tha,5,good,hindi
yo rasgulla was straight up lit,5,good,english
nah jalebi iz L food,1,bad,english
lassi khake bewakoof banaya feel,1,bad,hindi
manchurian baledu bro undi bro,1,bad,telugu
bro the gulab jamun was top tier,5,good,english
samosa zahar hai yaar,2,bad,punjabi
bhai seriously pizza zahar,1,bad,punjabi
burger try cheyakandi pani pattadu,1,bad,telugu
bro jalebi was mid,2,bad,english
pulao try karo zabardast si,5,good,punjabi
mess toor dal lowkey mid,1,bad,english
tried medu vada regret ruined my day,1,bad,english
jalebi skip karo ghatiya si hai,1,bad,punjabi
seriously puttu mood off,2,bad,telugu
scrambled egg try chesthe mast undi,5,good,telugu
mess vada pav disgusting,2,bad,telugu
scrambled egg try cheyakandi taste leka,1,bad,telugu
bhai kesari ekdum zabardast,4,good,hindi
vada pav khake ghatiya si feel,1,bad,punjabi
sheera tini tarvata feel baga tasty,5,good,telugu
sheera try cheyakandi eat cheyaleka,2,bad,telugu
bhai manchurian daab aa gayi hai,5,good,punjabi
bhajji skip maadi waste piece,2,bad,kannada
ninna noodles tinte full enjoy anipinchindi,5,good,telugu
chai hits different slaps,5,good,english
kesari skip karo faltu hai,3,bad,punjabi
bajji khana hi nahi hai bhai,1,bad,hindi
ninna tadka dal tinte perfect ga undi anipinchindi,5,good,telugu
aloo paratha tinda mele super aithu feel aaithu,5,good,kannada
bro the soup was slaps,5,good,english
mess fried rice khali waste,1,bad,telugu
mess mein pasta full mast tha,5,good,hindi
uppit tinda mele nalla aithu feel aaithu,5,good,kannada
seriously momos khali waste,1,bad,telugu
bro gulab jamun was ruined my day,1,bad,english
bhai sach mein tadka dal bohot kharab,1,bad,hindi
mess kesari disgusting,3,bad,telugu
cutlet khake mood kharab ho gayi feel,1,bad,punjabi
yaar toast to ekdum full mast,5,good,hindi
mess sandwich lowkey not it,2,bad,english
mess pulao full ella illa,1,bad,kannada
noodles hits different fire,5,good,english
bro manchurian tasty ga undi,5,good,telugu
mess ka tadka dal ulti aa gayi,1,bad,hindi
tadka dal khake taste zero feel,1,bad,punjabi
bhajji try karo zabardast si,5,good,punjabi
bro manchurian was trash,2,bad,english
mess da maggi faltu,2,bad,punjabi
mess da manchurian na khao,2,bad,punjabi
pasta tini tarvata taste leka,1,bad,telugu
mess da boiled egg na khao,1,bad,punjabi
seriously gobi paratha pani pattadu,2,bad,telugu
coffee khake full mast feel aaya,5,good,hindi
bajji khake daab aa gayi feel hoya,5,good,punjabi
gulab jamun iz straight ruined my day,2,bad,english
pav bhaji try madi full sakkath,4,good,kannada
mess mein sandwich ekdum zabardast tha,5,good,hindi
pav bhaji is straight disgusting af,1,bad,english
mess ka toast bilkul ghatiya,1,bad,hindi
mess ch burger zabardast si si,5,good,punjabi
mess alli toast full sakkath,4,good,kannada
gulab jamun khake full mast feel hoya,4,good,punjabi
gulab jamun khake mood kharab ho gayi feel,3,bad,punjabi
tried chai and it was bussin,4,good,english
bhai seriously omelette faltu,1,bad,punjabi
bhai appam ekdum zabardast,5,good,hindi
mess da puttu regret ho reha,1,bad,punjabi
yo bonda was straight up lit,5,good,english
yaar ch to ekdum lajawab,5,good,hindi
mess bonda is fire,5,good,english
bro uppit was disgusting af,1,bad,english
toast tinda mele nalla aithu feel aaithu,5,good,kannada
seriously fried rice khali waste,2,bad,telugu
bro vada pav manchi,5,good,telugu
bro pakoda was zero stars,1,bad,english
seriously bro scrambled egg bekagilla,3,bad,kannada
medu vada paisa barbaad hai bhai,3,bad,hindi
mess vada pav lowkey straight garbage,1,bad,english
mess puttu eat cheyaleka,1,bad,telugu
mess pongal lowkey zero stars,2,bad,english
nah toast is trash,1,bad,english
ninna uppit tinte baga tasty anipinchindi,5,good,telugu
vada pav paisa barbaad hai bhai,1,bad,hindi
uppit try karo zabardast si,5,good,punjabi
tried manchurian and it was legendary,5,good,english
mess da vada pav na khao,1,bad,punjabi
bro fried rice was straight garbage,1,bad,english
mess alli pongal tasty bandu,4,good,kannada
tadka dal taste leka undi bro,1,bad,telugu
mess mein medu vada lajawab tha,5,good,hindi
masoor dal hits different fire,4,good,english
nah noodles is straight garbage,2,bad,english
mess alli dal fry super aithu,5,good,kannada
scrambled egg try cheyakandi taste leka,1,bad,telugu
nah rasgulla is ruined my day,3,bad,english
cutlet khake full mast feel hoya,5,good,punjabi
scrambled egg khake ekdum perfect feel hoya,4,good,punjabi
pongal is straight disgusting af,1,bad,english
mess alli momos super aithu,5,good,kannada
coffee tini tarvata feel superb ga undi,4,good,telugu
puttu is straight straight garbage,2,bad,english
sheera khake taste zero feel,1,bad,punjabi
manchurian tini tarvata taste leka,2,bad,telugu
seriously rasgulla mood off,1,bad,telugu
gobi paratha skip maadi ella illa,1,bad,kannada
seriously bro cutlet taste illa bro,1,bad,kannada
mess pulao eat cheyaleka,1,bad,telugu
mess lassi iz absolutely fire,5,good,english
gulab jamun na khao hai yaar,2,bad,punjabi
yo boiled egg was straight up lit,4,good,english
mess ch vada pav kamaal si,5,good,punjabi
mess mein aloo paratha kamaal ka tha,5,good,hindi
rasgulla try chesthe full enjoy,4,good,telugu
cutlet hits different slaps,4,good,english
mess lo bonda tasty ga undi undi,5,good,telugu
tadka dal mat khao bewakoof banaya hai,1,bad,hindi
maggi try cheyakandi pani pattadu,1,bad,telugu
seriously samosa khali waste,1,bad,telugu
kachori ghatiya si hai yaar,1,bad,punjabi
ninna vada pav tinte manchi anipinchindi,4,good,telugu
bhai sach mein gobi paratha bewakoof banaya,1,bad,hindi
bonda khake daab aa gayi feel hoya,5,good,punjabi
bhai sach mein poori ulti aa gayi,1,bad,hindi
pakoda mood off undi bro,1,bad,telugu
chai try karo lajawab si,4,good,punjabi
tried cutlet regret zero stars,2,bad,english
mess da pizza faltu,1,bad,punjabi
halwa tini tarvata disgusting,3,bad,telugu
sheera try karo solid taste,4,good,punjabi
bh fried rice maja aa gaya full,4,good,hindi
cutlet khake na khao feel,2,bad,punjabi
bro pav bhaji yummy aithu,5,good,kannada
bhajji khake regret feel,1,bad,hindi
puttu tinda mele kemp agide,2,bad,kannada
fried rice taste zero hai yaar,3,bad,punjabi
nah gobi paratha is zero stars,2,bad,english
mess mein toor dal ekdum zabardast tha,5,good,hindi
scrambled egg tinda mele perfect feel aaithu,5,good,kannada
gulab jamun tinda mele maja bandide feel aaithu,4,good,kannada
bhai boiled egg daab aa gayi hai,5,good,punjabi
momos try cheyakandi baledu bro,1,bad,telugu
bajji try chesda manchi,4,good,telugu
dhokla try cheyakandi mood off,3,bad,telugu
bhai kachori perfect tha,4,good,hindi
tried dhokla regret trash,2,bad,english
yaar jalebi ekdum ekdum perfect si,5,good,punjabi
ninna jalebi tinte tasty ga undi anipinchindi,4,good,telugu
bro the boiled egg was no cap good,4,good,english
bro sheera perfect ga undi,4,good,telugu
bro burger mast undi,5,good,telugu
bro gobi paratha yummy aithu,4,good,kannada
tadka dal ulti aa gayi hai bhai,1,bad,hindi
bhai seriously gobi paratha mood kharab ho gayi,2,bad,punjabi
pongal skip karo regret ho reha hai,1,bad,punjabi
mess gobi paratha lowkey not it,1,bad,english
mess samosa lowkey disgusting af,1,bad,english
bhai sach mein toast bewakoof banaya,2,bad,hindi
chana dal tinda mele full sakkath feel aaithu,5,good,kannada
rasgulla paisa barbaad hai bhai,2,bad,hindi
kachori mat khao paisa barbaad hai,2,bad,hindi
rasgulla skip maadi kemp agide,1,bad,kannada
mess lo pulao baga tasty undi,5,good,telugu
dhokla tinda mele tasty bandu feel aaithu,4,good,kannada
mess halwa is bussin,4,good,english
bhai seriously tadka dal mood kharab ho gayi,2,bad,punjabi
mess mein vada pav full mast tha,5,good,hindi
tried cutlet regret zero stars,3,bad,english
scrambled egg bilkul ghatiya hai bhai,1,bad,hindi
uppit tinda mele nalla aithu feel aaithu,4,good,kannada
gobi paratha try karo maja aa gaya full hai,4,good,hindi
boiled egg tini tarvata feel full enjoy,4,good,telugu
pongal khake lajawab si feel hoya,5,good,punjabi
pizza khake faltu feel,1,bad,punjabi
bhai lassi lajawab si hai,4,good,punjabi
bh lassi ekdum zabardast,4,good,hindi
mess ka moong dal bewakoof banaya,1,bad,hindi
pakoda try chesthe full enjoy,5,good,telugu
bhel puri tinda mele full sakkath feel aaithu,5,good,kannada
mess ch chana dal full mast si,5,good,punjabi
bro the noodles was absolutely fire,4,good,english
kachori tini tarvata eat cheyaleka,1,bad,telugu
soup try chesthe perfect ga undi,5,good,telugu
maggi zahar hai yaar,1,bad,punjabi
seriously cutlet mood off,1,bad,telugu
yaar gulab jamun ekdum zabardast si si,4,good,punjabi
scrambled egg khake faltu feel,1,bad,punjabi
mess alli pakoda maja bandide,4,good,kannada
mess chana dal is bussin,4,good,english
mess mein omelette maja aa gaya full tha,5,good,hindi
halwa try cheyakandi disgusting,2,bad,telugu
vada pav try karo full mast,5,good,punjabi
bhai seriously toor dal zahar,2,bad,punjabi
tried moong dal and it was slaps,5,good,english
bajji tinda mele perfect feel aaithu,5,good,kannada
appam tini tarvata feel full enjoy,4,good,telugu
mess bhajji is absolutely fire,5,good,english
mess da toor dal mood kharab ho gayi,2,bad,punjabi
pasta khake na khao feel,1,bad,punjabi
mess sandwich is no cap good,5,good,english
halwa mat khao bewakoof banaya hai,2,bad,hindi
toast khake bilkul ghatiya feel,1,bad,hindi
toast iz straight straight garbage,1,bad,english
bhai sach mein noodles ulti aa gayi,1,bad,hindi
moong dal taste zero hai yaar,2,bad,punjabi
mess toor dal lowkey straight garbage,2,bad,english
bhai sach mein dal fry bewakoof banaya,1,bad,hindi
kesari khake regret ho reha feel,1,bad,punjabi
nah pongal is trash,1,bad,english
yaar moong dal ekdum lajawab si si,4,good,punjabi
dal fry mood kharab ho gayi hai yaar,1,bad,punjabi
bhajji try chesthe mast undi,5,good,telugu
full jalebi yummy bro,5,good,kannada
cutlet try karo full mast hai,5,good,hindi
mess mein cutlet kamaal ka tha,5,good,hindi
momos try karo lajawab si,4,good,punjabi
burger disgusting aithu guru,2,bad,kannada
mess lo bonda full enjoy undi,5,good,telugu
yaar fried rice to ekdum ekdum zabardast,4,good,hindi
tried chai regret L food,1,bad,english
bhai jalebi bahut tasty,5,good,hindi
seriously soup mood off,1,bad,telugu
sandwich paisa barbaad hai bhai,2,bad,hindi
seriously burger eat cheyaleka,1,bad,telugu
mess ka fried rice bohot kharab,2,bad,hindi
bro kachori was zero stars,2,bad,english
mess pongal is no cap good,5,good,english
mess da puttu faltu,2,bad,punjabi
bonda khake taste zero feel,1,bad,punjabi
bhajji khake na khao feel,1,bad,punjabi
nah bhajji is straight garbage,2,bad,english
bhai seriously pav bhaji regret ho reha,1,bad,punjabi
manchurian khake regret feel,1,bad,hindi
mess ka bhel puri regret,3,bad,hindi
bh sach mein burger regret,1,bad,hindi
tadka dal khake kamaal ka feel aaya,5,good,hindi
mess lo toor dal full enjoy undi,4,good,telugu
mess rasgulla mood off,1,bad,telugu
bro aloo paratha perfect ga undi,5,good,telugu
seriously bro soup taste illa bro,2,bad,kannada
ninna coffee tinte tasty ga undi anipinchindi,4,good,telugu
mess ch manchurian solid taste si,4,good,punjabi
tried pongal and it was bussin,4,good,english
bhai scrambled egg full mast,5,good,hindi
bro halwa full enjoy,5,good,telugu
mess burger mood off,1,bad,telugu
bro the moong dal was top tier,5,good,english
bhai samosa full mast,4,good,hindi
gulab jamun try madi tasty bandu,5,good,kannada
rasgulla skip maadi waste piece,2,bad,kannada
bro toast full sakkath aithu,5,good,kannada
noodles try cheyakandi taste leka,1,bad,telugu
gulab jamun tinda mele disgusting aithu,2,bad,kannada
full appam yummy bro,5,good,kannada
bhajji mat khao khana hi nahi hai,2,bad,hindi
mess lo dal fry perfect ga undi undi,5,good,telugu
seriously bro lassi waste piece,2,bad,kannada
mess bhajji is no cap good,5,good,english
mess ch tadka dal full mast si,4,good,punjabi
yo pulao was straight up no cap good,5,good,english
yaar puttu to ekdum lajawab,4,good,hindi
mess ka gulab jamun khana hi nahi,2,bad,hindi
bhai sach mein toast paisa barbaad,1,bad,hindi
mess bajji mood off,3,bad,telugu
sheera try madi yummy,4,good,kannada
pulao try karo full mast hai,5,good,hindi
bhajji skip maadi disgusting aithu,1,bad,kannada
bro medu vada perfect aithu,5,good,kannada
vada pav tinda mele full sakkath feel aaithu,5,good,kannada
bhai sach mein moong dal regret,1,bad,hindi
pizza tini tarvata taste leka,1,bad,telugu
bhai seriously pulao taste zero,1,bad,punjabi
seriously bro omelette taste illa bro,1,bad,kannada
puttu tini tarvata feel baga tasty,4,good,telugu
boiled egg skip maadi kemp agide,3,bad,kannada
vada pav tinda mele yummy feel aaithu,4,good,kannada
kesari pani pattadu undi bruh,2,bad,telugu
mess kesari is lit,5,good,english
bro toor dal superb ga undi,5,good,telugu
yaar uppit to ekdum bahut tasty,5,good,hindi
seriously pasta pani pattadu,1,bad,telugu
tried noodles and it was top tier,5,good,english
mess manchurian lowkey zero stars,3,bad,english
bro chana dal yummy aithu,4,good,kannada
mess ch kachori full mast si,5,good,punjabi
yaar maggi to ekdum maja aa gaya full,4,good,hindi
moong dal try madi full sakkath,5,good,kannada
yaar boiled egg to ekdum kamaal ka,5,good,hindi
bonda khake ekdum perfect feel hoya,5,good,punjabi
mess alli tadka dal nalla aithu,5,good,kannada
seriously puttu disgusting,1,bad,telugu
mess puttu full kemp agide,2,bad,kannada
mess ka uppit bohot kharab,2,bad,hindi
tried pizza regret disgusting af,1,bad,english
pizza skip karo taste zero h,1,bad,punjabi
soup khake solid taste feel hoya,5,good,punjabi
pakoda na khao hai yaar,1,bad,punjabi
pav bhaji khake bahut tasty feel aaya,5,good,hindi
mess maggi is absolutely fire,5,good,english
mess mein pasta ekdum zabardast tha,5,good,hindi
halwa try chesthe tasty ga undi,4,good,telugu
full rasgulla nalla aithu bro,4,good,kannada
bonda hits different slaps,5,good,english
poori skip maadi bekagilla,1,bad,kannada
mess ka noodles regret,2,bad,hindi
mess soup disgusting,1,bad,telugu
mess ch noodles daab aa gayi si,5,good,punjabi
aloo paratha skip maadi taste illa bro,2,bad,kannada
bro aloo paratha tasty bandu aithu,4,good,kannada
tried kesari and it was slaps,5,good,english
poori try cheyakandi taste leka,1,bad,telugu
bhai kachori zabardast si hai,5,good,punjabi
mess rasgulla lowkey trash,1,bad,english
bro pizza manchi,4,good,telugu
yo sheera was straight up slaps,4,good,english
mess pulao full disgusting aithu,1,bad,kannada
kachori tini tarvata baledu bro,1,bad,telugu
toor dal skip karo regret ho reha hai,2,bad,punjabi
tried bonda and it was fire,4,good,english
tried pulao regret straight garbage,1,bad,english
soup tini tarvata mood off,1,bad,telugu
seriously bhajji khali waste,2,bad,telugu
moong dal hits different absolutely fire,5,good,english
tadka dal skip karo faltu h,1,bad,punjabi
mess uppit full bekagilla,1,bad,kannada
omelette try karo perfect tha hai,5,good,hindi
masoor dal try karo maja aa gaya full hai,5,good,hindi
cutlet try chesthe mast undi,4,good,telugu
aloo paratha khake lajawab feel aaya,4,good,hindi
ninna manchurian tinte superb ga undi anipinchindi,5,good,telugu
vada pav tinda mele ella illa,1,bad,kannada
bh seriously samosa faltu,1,bad,punjabi
yaar scrambled egg ekdum full mast si,5,good,punjabi
bhai seriously kachori zahar,2,bad,punjabi
boiled egg na khao hai yaar,2,bad,punjabi
pizza khake zabardast si feel hoya,5,good,punjabi
bro the jalebi was absolutely fire,5,good,english
seriously jalebi baledu bro,2,bad,telugu
sandwich khake regret ho reha feel,3,bad,punjabi
bro uppit was disgusting af,1,bad,english
pizza try chesthe superb ga undi,5,good,telugu
bhajji try karo full mast,5,good,punjabi
bhai pizza kamaal ka,5,good,hindi
ninna soup tinte baga tasty anipinchindi,5,good,telugu
mess mein pulao ekdum zabardast tha,5,good,hindi
bhel puri khake solid taste feel hoya,4,good,punjabi
yaar bhel puri to ekdum ekdum zabardast,5,good,hindi
bhajji zahar hai yaar,2,bad,punjabi
bro kesari was mid,1,bad,english
yaar jalebi ekdum kamaal si,4,good,punjabi
bro pav bhaji full enjoy,5,good,telugu
poori bohot kharab hai bhai,1,bad,hindi
kesari khake ghatiya si feel,1,bad,punjabi
pasta is straight trash,1,bad,english
bhai sach mein masoor dal khana hi nahi,1,bad,hindi
manchurian mat khao bohot kharab hai,2,bad,hindi
bruh pakoda full enjoy,5,good,telugu
mess noodles lowkey L food,2,bad,english
pulao mat khao ulti aa gayi hai,1,bad,hindi
bhajji tini tarvata feel perfect ga undi,4,good,telugu
seriously bro pongal ella illa,1,bad,kannada
bro sandwich was zero stars,1,bad,english
bh sach mein gulab jamun ulti aa gayi,2,bad,hindi
pakoda taste illa bro guru,1,bad,kannada
jalebi try cheyakandi pani pattadu,2,bad,telugu
appam is straight trash,2,bad,english
bro burger was trash,3,bad,english
soup tinda mele mood spoil,1,bad,kannada
yo bhajji was straight up legendary,5,good,english
yaar toor dal ekdum zabardast si si,4,good,punjabi
mess lo burger tasty ga undi undi,5,good,telugu
appam mat khao bohot kharab hai,1,bad,hindi
yaar halwa ekdum kamaal si,4,good,punjabi
full momos maja bandide bro,4,good,kannada
mess ch lassi zabardast si si,5,good,punjabi
pakoda skip maadi taste illa bro,2,bad,kannada
samosa skip maadi taste illa bro,1,bad,kannada
bajji tini tarvata khali waste,1,bad,telugu
mess lo uppit perfect ga undi undi,5,good,telugu
tried coffee regret ruined my day,1,bad,english
puttu tinda mele nalla aithu feel aaithu,5,good,kannada
dal fry tini tarvata feel baga tasty,5,good,telugu
mess ka fried rice bohot kharab,2,bad,hindi
kachori try chesthe superb ga undi,5,good,telugu
bhai sach mein lassi bewakoof banaya,1,bad,hindi
jalebi skip maadi bekagilla,1,bad,kannada
mess lo aloo paratha manchi undi,4,good,telugu
mess ka bhajji bewakoof banaya,2,bad,hindi
mess lo toor dal full enjoy undi,5,good,telugu
bhai dal fry full mast hai,4,good,punjabi
bhai sach mein lassi bilkul ghatiya,2,bad,hindi
bonda tini tarvata baledu bro,2,bad,telugu
yaar puttu ekdum kamaal si,4,good,punjabi
kachori ella illa guru,1,bad,kannada
medu vada disgusting undi bro,1,bad,telugu
toast hits different absolutely fire,4,good,english
bro the kesari was top tier,5,good,english
pizza tini tarvata feel baga tasty,5,good,telugu
bhajji try madi super aithu,5,good,kannada
seriously maggi disgusting,1,bad,telugu
toast zahar hai yaar,2,bad,punjabi
bhai sach mein pasta bewakoof banaya,1,bad,hindi
yaar aloo paratha ekdum ekdum perfect si,4,good,punjabi
mess lo chai tasty ga undi undi,5,good,telugu
kachori khake faltu feel,2,bad,punjabi
mess lo kesari baga tasty undi,4,good,telugu
mess ch poori daab aa gayi si,5,good,punjabi
yo pav bhaji was straight up fire,4,good,english
momos tini tarvata pani pattadu,2,bad,telugu
