review,rating,sentiment
bhatura was chennagilla bhai.,1,bad
roti chala chennagilla.,1,bad
sambar bahut changa hai.,4,good
kadai chicken is baledu.,1,bad
bhatura super agide.,5,good
uttapam chala kharaab.,3,bad
the mess was excellent ga undi.,4,good
chicken full bekar.,1,bad
Really mazza aa gaya egg curry.,4,good
raita kha ke maza aa gaya.,4,good
aloo gobi asalu tasteless.,2,bad
Really daridram lunch.,3,bad
chutney keka lagya.,5,good
The experience tasted swaad ni.,3,bad
bhojanam pura mast agide hai.,4,good
Eeroju paratha att.,4,good
idli iz full kettadagide.,1,bad
such a chennagilla sabzi.,1,bad
biryani is full sakath.,4,good
meal chala ghaint.,5,good
chicken is ruchi agide.,5,good
Really adhurs soup.,5,good
aaj pickle brilliant si.,4,good
lunch full ek number.,5,good
eeroju mess baga chesaru.,5,good
"hated the place, it was maada.",2,bad
dessert iz full zabardast.,5,good
khichdi lovely.,5,good
Really adhurs naan.,5,good
salad was keka bhai.,5,good
staff mazza aa gaya hai.,5,good
sabzi bahut bekaar hai.,1,bad
ivattu curd chennagide.,5,good
poha tumba chennagilla.,1,bad
Eeroju dal chennagilla.,1,bad
da vada tasted mast agide.,5,good
chole bahut sari illa hai.,3,bad
dessert is full chetta.,1,bad
chutney superb.,4,good
bhojanam asalu terrible.,2,bad
place bekar taste.,1,bad
i had a not good service.,2,bad
upma full swaad ni.,2,bad
such a worst agide kadai chicken.,1,bad
da dessert was swaad.,5,good
such a sari illa chicken.,2,bad
bhojanam was absolutely bakwas.,1,bad
aaj idli chii si.,1,bad
dal makhani kirrak.,4,good
vada sakath.,5,good
aaj mess sahi hai si.,5,good
bhojanam pura adhurs hai.,5,good
Ivattu pulao chandalanga undi.,2,bad
chicken chennagide.,5,good
sabzi chandalanga undi hai.,1,bad
Eeroju raita bekar.,1,bad
salad is ruchi ga undi.,4,good
dinner fantastic lagya.,5,good
staff is sari illa.,1,bad
i had a fuddu methi paratha.,1,bad
place bahut daridram hai.,1,bad
curd swaad hai.,5,good
raita outstanding.,5,good
i had a mast agide chole.,4,good
eeroju dal khatam.,1,bad
Eeroju bhojanam excellent.,5,good
Eeroju mushroom masala bakwaas.,1,bad
really waste rajma.,2,bad
such a terrible pickle.,1,bad
mushroom masala full chii.,1,bad
kadai chicken super hai.,5,good
aaj ka dosa sira tha.,4,good
chapati iz horrible.,1,bad
bhatura sakath lagya.,5,good
aaj ka idli sari illa tha.,3,bad
sambar kirrak.,4,good
staff is full maada.,1,bad
egg curry waste hai.,2,bad
dinner full bakwaas.,1,bad
idli ws absolutely bekar.,1,bad
Eeroju upma horrible.,1,bad
i had a bombat rajma.,4,good
really unpleasant dal.,2,bad
da puri tasted kharaab.,1,bad
aaj kadai chicken osm si.,4,good
palak paneer kha ke maza aa gaya.,5,good
dinner pura ek number hai.,5,good
khichdi super agide hai.,4,good
chutney chetta lagya.,1,bad
the idli tasted chetta.,1,bad
the palak paneer tasted tasty.,5,good
meal pura bahut vadiya hai.,4,good
I had a poor salad.,1,bad
aaj kadai chicken ruchi ledu si.,1,bad
really khatam sambar.,1,bad
bhatura chala bakwas.,2,bad
pulao nice.,5,good
bhatura chala waste.,1,bad
aaj raita super agide si.,4,good
pulao is keka.,5,good
palak paneer chala ghatiya.,1,bad
ivattu lunch badhiya.,5,good
quality khatam.,1,bad
dal ruchi ledu hai.,2,bad
sambar waste hai.,1,bad
idli jama bekar hai.,1,bad
eeroju curd chennagide.,5,good
eeroju quality att.,5,good
Such a khatam naan.,2,bad
such a thu bhatura.,1,bad
mushroom masala badiya taste.,5,good
aaj egg curry gazab si.,5,good
atmosphere not good.,2,bad
rice tumba worst.,2,bad
experience was absolutely ruchi ledu.,2,bad
Such a mazza aa gaya poha.,5,good
oota kha ke maza aa gaya.,5,good
fish curry nasty hai.,1,bad
baingan bharta tumba tumba chennagide.,4,good
the mushroom masala tasted waste.,2,bad
the egg curry was awesome.,5,good
aaj oota ghaint si.,5,good
chutney matram great.,5,good
experience tumba mast agide.,5,good
paratha bekar.,1,bad
paratha full poor.,1,bad
pulao is full bombat.,5,good
vada kha ke mood kharab.,1,bad
pickle jama bekar hai.,1,bad
aaj ka mushroom masala asalu baledu tha.,1,bad
pickle full bombat.,5,good
idli is full baga chesaru.,4,good
fish curry is full chala baledu.,1,bad
khichdi is worst agide.,3,bad
rice full good.,4,good
Ivattu upma changa.,5,good
paneer tumba not good.,3,bad
methi paratha baledu lagya.,3,bad
idli adhurs hai.,5,good
bhatura bahut swadisht hai.,5,good
the food tasted waste.,1,bad
Really bekar oota.,1,bad
meal bakwaas lagya.,2,bad
egg curry bahut sira hai.,5,good
I had a worst agide palak paneer.,3,bad
dal makhani chala fantastic.,5,good
vibe jama ghatiya hai.,2,bad
the khana was bland.,1,bad
paratha asalu not good.,2,bad
chicken kha ke mood kharab.,2,bad
"hated the upma, it was ganda.",1,bad
such a swadisht sambar.,4,good
butter chicken ws osm bhai.,5,good
dal swaad ni lagya.,1,bad
pulao asalu baledu lagya.,2,bad
kadai chicken ghatiya.,1,bad
atmosphere gazab lagya.,5,good
breakfast not good hai.,1,bad
eeroju khichdi excellent ga undi.,5,good
vibe was sakath bhai.,5,good
breakfast chala nice.,4,good
idli jama chii hai.,2,bad
naan was brilliant bhai.,4,good
food fantastic hai.,4,good
dessert kettadagide hai.,2,bad
khichdi badiya hai.,5,good
paratha was bakwaas bhai.,1,bad
chutney ek number taste.,5,good
bhojanam was super bhai.,5,good
place asalu waste.,1,bad
The paneer was chii.,2,bad
Ivattu mushroom masala swaad.,5,good
poha is full mast.,4,good
aaj ka salad bekar tha.,1,bad
paratha pura sakath hai.,5,good
service worst ga undi.,3,bad
Such a khatam aloo gobi.,1,bad
the quality tasted ruchi illa.,2,bad
Really bakwaas atmosphere.,2,bad
idli full tasteless.,1,bad
The rice was swadisht.,4,good
egg curry matram badiya.,5,good
atmosphere was absolutely bekar.,2,bad
rajma ws tasty bhai.,4,good
meal tumba daridram.,1,bad
chutney tumba chetta.,1,bad
the mess was amazing.,5,good
Ivattu sambar chandalanga undi.,2,bad
vibe dreadful hai.,2,bad
experience is fuddu.,1,bad
kadai chicken matram excellent ga undi.,4,good
khichdi pathetic.,3,bad
I had a mast agide salad.,5,good
bhatura bekar hai.,3,bad
egg curry excellent hai.,5,good
pulao kharaab hai.,3,bad
Eeroju roti bombat.,5,good
aaj ka baingan bharta dreadful tha.,1,bad
the dinner ws tumba chennagide.,5,good
paratha badiya lagya.,5,good
curd tumba chennagide.,5,good
service ruchi ledu taste.,2,bad
I had a kirrak paneer.,5,good
aloo gobi is full worst.,1,bad
curry bagundi hai.,4,good
really bekar khana.,3,bad
vada gross.,1,bad
quality ws att bhai.,5,good
The biryani was outstanding.,5,good
dessert waste.,1,bad
vibe full adhurs.,4,good
chole was ruchi ga undi bhai.,4,good
lunch sira.,4,good
butter chicken ruchi ledu.,1,bad
aaj ka dinner bad tha.,1,bad
dinner kha ke maza aa gaya.,5,good
mess tumba bekar.,2,bad
uttapam tumba osm.,5,good
mixed veg tumba thu.,2,bad
puri swaad ni lagya.,2,bad
rice was absolutely nasty.,2,bad
Ivattu uttapam swaad.,5,good
salad matram lovely.,4,good
sabzi bekaar hai.,1,bad
dal chala chala bagundi.,5,good
chutney full chetta.,1,bad
egg curry is full ganda.,2,bad
The mess was bekaar.,3,bad
palak paneer tasteless.,2,bad
really asalu baledu atmosphere.,1,bad
such a chandalanga undi food.,1,bad
sambar full jhakaas.,4,good
Such a daridram sabzi.,2,bad
Eeroju paratha chala baledu.,1,bad
the curry was swaad ni.,1,bad
quality matram baga chesaru.,5,good
staff was waste bhai.,2,bad
staff asalu chandalanga undi.,1,bad
pickle tumba ruchi ledu.,2,bad
dinner tumba waste.,1,bad
chutney was superb bhai.,5,good
paratha is swaad.,4,good
ivattu butter chicken bagundi.,4,good
paneer kirrak.,5,good
mess kha ke maza aa gaya.,5,good
aaj ka puri pathetic tha.,1,bad
mushroom masala was absolutely baga chesaru.,5,good
chicken kha ke mood kharab.,2,bad
soup ghatiya taste.,1,bad
khana bakwas.,2,bad
baingan bharta ws absolutely chala bagundi.,5,good
baingan bharta khatam hai.,1,bad
Really asalu baledu butter chicken.,3,bad
puri kha ke mood kharab.,2,bad
biryani chala nasty.,2,bad
aaj ka mushroom masala maada tha.,1,bad
"Hated the chole, it was poor.",1,bad
chole jama sari illa hai.,1,bad
chole was waste bhai.,1,bad
pulao was badiya bhai.,5,good
aaj bhojanam perfect si.,5,good
vibe chala maada.,1,bad
ivattu service worst ga undi.,1,bad
chicken was fuddu bhai.,2,bad
chutney ganda lagya.,1,bad
aloo gobi bahut jhakaas hai.,5,good
Really chennagilla bhatura.,1,bad
mess chala excellent ga undi.,5,good
raita kha ke maza aa gaya.,4,good
Really zabardast dosa.,5,good
kadai chicken was badiya bhai.,5,good
rajma was absolutely chandalanga undi.,1,bad
the upma was chennagilla.,1,bad
raita tumba badiya.,5,good
Eeroju egg curry great.,5,good
quality tumba bahut vadiya.,5,good
the bhojanam tasted good.,5,good
The rajma tasted worst ga undi.,2,bad
dessert ghaint lagya.,5,good
mushroom masala fuddu hai.,2,bad
Such a waste butter chicken.,2,bad
bhatura tumba chennagilla.,1,bad
i had a bagundi experience.,5,good
puri changa lagya.,5,good
Eeroju service gross.,2,bad
idli chala baledu hai.,2,bad
rice matram awesome.,5,good
Ivattu salad ruchi ledu.,2,bad
egg curry op taste.,5,good
dal makhani tasteless.,2,bad
roti bahut chandalanga undi hai.,1,bad
vibe kettadagide hai.,2,bad
Ivattu place great.,4,good
methi paratha asalu baledu.,1,bad
baingan bharta waste taste.,2,bad
sambar is full swaad.,5,good
paratha jama worst agide hai.,2,bad
naan swadisht hai.,5,good
khichdi kha ke maza aa gaya.,4,good
food sira.,5,good
rajma ghaint hai.,5,good
"loved the raita, it was chennagide.",5,good
The dal makhani was dreadful.,1,bad
such a bland khana.,3,bad
eeroju curd chandalanga undi.,2,bad
rajma superb hai.,5,good
raita is full waste.,2,bad
da upma tasted att.,5,good
Such a daridram naan.,2,bad
meal asalu baledu hai.,1,bad
aaj dal chennagilla si.,2,bad
aaj ka pulao chala baledu tha.,1,bad
Really worst ga undi place.,1,bad
ivattu baingan bharta fuddu.,2,bad
butter chicken ws absolutely maada.,2,bad
curry awesome lagya.,5,good
bhojanam is awesome.,4,good
I had a good food.,5,good
The curry tasted att.,4,good
aaj ka fish curry chetta tha.,1,bad
Such a lajawab quality.,5,good
mushroom masala bahut pathetic hai.,2,bad
curry was absolutely bekaar.,2,bad
such a changa bhojanam.,5,good
paratha super agide taste.,5,good
salad iz thu.,2,bad
raita was kettadagide bhai.,3,bad
curd bekar.,1,bad
aaj dinner sahi hai si.,5,good
dinner pura awesome hai.,5,good
The food was ganda.,1,bad
puri is full super.,5,good
the staff was keka.,5,good
such a great mixed veg.,5,good
khana badiya taste.,5,good
palak paneer sahi hai lagya.,4,good
ivattu raita adhurs.,4,good
aaj ka bhatura worst tha.,2,bad
puri baledu.,1,bad
khana is full amazing.,5,good
aaj chole terrible si.,2,bad
meal was absolutely disgusting.,3,bad
khana khatam hai.,1,bad
oota chennagilla hai.,1,bad
chapati tumba unpleasant.,2,bad
really asalu baledu lunch.,3,bad
mess was zabardast bhai.,5,good
egg curry jama tasteless hai.,1,bad
eeroju aloo gobi adhurs.,5,good
Eeroju quality kettadagide.,2,bad
the oota tasted perfect.,4,good
mixed veg kha ke maza aa gaya.,5,good
khana bombat hai.,5,good
salad ws absolutely unpleasant.,1,bad
mushroom masala swaad.,5,good
Ivattu dal makhani bakwaas.,2,bad
paratha tumba chennagide.,5,good
methi paratha is full tasteless.,1,bad
aaj ka meal tumba chennagide tha.,5,good
really ghaint dal.,5,good
uttapam is gross.,1,bad
really tumba chennagide baingan bharta.,5,good
butter chicken bekaar hai.,2,bad
vada was absolutely jhakaas.,5,good
fish curry matram changa.,4,good
"loved the naan, it was badiya.",5,good
idli is tasty.,5,good
pulao kha ke mood kharab.,1,bad
the chicken tasted att.,5,good
mushroom masala tumba ganda.,1,bad
rajma chala chii.,1,bad
khana sira hai.,5,good
aaj paratha keka si.,5,good
khana is full sakath.,5,good
i had a changa sabzi.,4,good
staff chetta hai.,1,bad
really bekar chicken.,2,bad
breakfast chandalanga undi.,1,bad
paneer full ghatiya.,2,bad
service super agide.,5,good
dosa tumba chennagilla.,3,bad
raita asalu horrible.,1,bad
the staff tasted horrible.,1,bad
aaj ka palak paneer delicious tha.,5,good
The curd tasted sahi hai.,5,good
oota tumba worst agide.,3,bad
really ganda pulao.,1,bad
aaj place bagundi si.,5,good
sabzi jama kharaab hai.,2,bad
I had a not good oota.,1,bad
Ivattu breakfast kirrak.,4,good
aloo gobi badhiya hai.,4,good
Really chala bagundi rajma.,5,good
breakfast bahut kharaab hai.,1,bad
Such a bekaar puri.,1,bad
the meal tasted swaad.,4,good
roti full excellent ga undi.,5,good
place matram sira.,5,good
chicken unpleasant hai.,1,bad
fish curry kharaab taste.,1,bad
breakfast full worst agide.,1,bad
curry pura vadiya hai.,5,good
The paratha tasted nasty.,3,bad
I had a horrible quality.,3,bad
rice khatam.,2,bad
curry is full ganda.,1,bad
eeroju service bekar.,2,bad
aaj ka aloo gobi bombat tha.,5,good
methi paratha is dreadful.,1,bad
Ivattu atmosphere bekaar.,1,bad
kadai chicken jama mood kharab hai.,1,bad
place horrible.,1,bad
meal bekar hai.,1,bad
I had a chala baledu kadai chicken.,3,bad
da chapati ws sari illa.,1,bad
aaj ka meal ek number tha.,5,good
chole tasty taste.,5,good
chole is full bekaar.,1,bad
fish curry osm.,5,good
palak paneer ruchi ledu taste.,1,bad
vada full chandalanga undi.,1,bad
I had a bekar service.,1,bad
The palak paneer was sakath.,5,good
dosa kha ke maza aa gaya.,4,good
experience badiya lagya.,5,good
Really bombat poha.,5,good
Ivattu idli kirrak.,4,good
aaj vibe nasty si.,2,bad
breakfast bombat hai.,5,good
khana full badhiya.,4,good
chicken was waste bhai.,1,bad
meal awesome.,5,good
I had a adhurs pulao.,5,good
sabzi was absolutely ruchi agide.,4,good
"hated the vada, it was tasteless.",1,bad
chapati was absolutely swaad.,4,good
really daridram dal.,1,bad
service swaad ni lagya.,1,bad
The curry was ganda.,1,bad
food asalu chetta.,1,bad
uttapam chala mast.,5,good
"Loved the chutney, it was jhakaas.",4,good
chutney nasty hai.,2,bad
bhojanam maada hai.,3,bad
egg curry chala bekar.,1,bad
"Hated the aloo gobi, it was terrible.",1,bad
egg curry is adhurs.,5,good
salad chala baga chesaru.,5,good
staff was kharaab bhai.,1,bad
roti dreadful taste.,1,bad
Really sahi hai khana.,5,good
the khichdi tasted sakath.,5,good
rajma waste taste.,1,bad
dinner zabardast taste.,5,good
"hated the dessert, it was ghatiya.",1,bad
I had a bekaar dessert.,2,bad
khichdi pura badhiya hai.,5,good
naan ghaint lagya.,5,good
The pickle was sira.,5,good
really swadisht food.,5,good
Ivattu baingan bharta worst agide.,1,bad
vada is full mazza aa gaya.,5,good
Really bekar salad.,1,bad
raita tumba waste.,1,bad
Really ganda chapati.,1,bad
pulao chala baledu.,3,bad
meal is jhakaas.,4,good
Eeroju oota op.,5,good
mixed veg mazza aa gaya.,5,good
dessert matram mast agide.,4,good
methi paratha amazing lagya.,4,good
aaj dal makhani unpleasant si.,2,bad
poha fuddu hai.,1,bad
Really disgusting pickle.,1,bad
atmosphere is keka.,4,good
pickle full adhurs.,5,good
fish curry mast.,5,good
bhatura changa taste.,5,good
aaj oota awful si.,1,bad
chole chala baledu.,1,bad
rice waste taste.,1,bad
aaj service bakwas si.,1,bad
upma bombat lagya.,5,good
biryani full super.,4,good
vada kha ke mood kharab.,2,bad
aloo gobi excellent ga undi hai.,5,good
I had a dreadful breakfast.,1,bad
mushroom masala full worst agide.,1,bad
aaj baingan bharta tasty si.,5,good
i had a ghaint bhojanam.,5,good
the uttapam tasted mast.,5,good
idli great.,5,good
The khana was asalu baledu.,1,bad
dessert jama waste hai.,3,bad
dosa full changa.,5,good
Such a thu idli.,1,bad
chicken bekar lagya.,1,bad
dinner is full mazza aa gaya.,4,good
dal makhani matram changa.,4,good
Really badhiya methi paratha.,5,good
da rice was jhakaas.,5,good
service was ghaint bhai.,5,good
"Loved the chapati, it was mast agide.",4,good
dal bahut jhakaas hai.,5,good
aaj kadai chicken kirrak si.,5,good
breakfast was absolutely horrible.,1,bad
aaj ka chole ruchi ledu tha.,1,bad
breakfast bahut badhiya hai.,5,good
chicken swaad ni.,1,bad
raita bahut bekar hai.,2,bad
quality adhurs lagya.,5,good
quality bahut swaad hai.,5,good
aaj egg curry kirrak si.,4,good
curry was absolutely good.,4,good
chicken chala baledu taste.,1,bad
egg curry full sakath.,4,good
sabzi waste taste.,1,bad
chapati changa.,5,good
the pulao tasted mazza aa gaya.,5,good
Ivattu salad disgusting.,2,bad
vada bakwas taste.,2,bad
chole bakwaas hai.,1,bad
place mazza aa gaya hai.,5,good
chapati att hai.,4,good
aaj paneer ruchi illa si.,2,bad
chole pura zabardast hai.,4,good
ivattu mess chala bagundi.,4,good
egg curry kha ke maza aa gaya.,5,good
mess full tumba chennagide.,5,good
puri kha ke maza aa gaya.,5,good
really worst agide paneer.,2,bad
vibe was absolutely ghatiya.,2,bad
dinner gazab taste.,5,good
dal makhani osm lagya.,5,good
aloo gobi baga chesaru hai.,4,good
chole chala ruchi ga undi.,5,good
really super vada.,4,good
puri was absolutely waste.,1,bad
salad kha ke mood kharab.,1,bad
mixed veg asalu awful.,1,bad
aaj khichdi att si.,5,good
Really bagundi raita.,4,good
curd asalu thu.,1,bad
paneer bland.,2,bad
kadai chicken jama worst agide hai.,1,bad
chole full chetta.,3,bad
pickle kha ke maza aa gaya.,4,good
aaj ka chapati thu tha.,1,bad
i had a kharaab paratha.,2,bad
i had a bombat baingan bharta.,4,good
Really baledu pulao.,1,bad
aaj soup worst agide si.,1,bad
such a jhakaas uttapam.,5,good
aaj ka khichdi baledu tha.,1,bad
meal was badhiya bhai.,5,good
"Hated the staff, it was chii.",1,bad
mixed veg ghatiya hai.,1,bad
naan tasteless lagya.,1,bad
khana kirrak.,5,good
such a brilliant rice.,5,good
da fish curry tasted bekaar.,1,bad
bhatura kha ke mood kharab.,2,bad
methi paratha kha ke maza aa gaya.,5,good
pickle good.,4,good
The rajma tasted mast agide.,5,good
lunch kha ke mood kharab.,2,bad
rajma ws tumba chennagide bhai.,5,good
khichdi bahut changa hai.,5,good
chicken worst agide lagya.,1,bad
biryani chala maada.,2,bad
rajma was absolutely mazza aa gaya.,5,good
curd maada taste.,1,bad
Really awful biryani.,2,bad
biryani bekar hai.,1,bad
rajma jama bekaar hai.,1,bad
lunch ws absolutely swaad ni.,3,bad
roti ghaint taste.,4,good
curd kha ke maza aa gaya.,5,good
i had a swaad ni vibe.,2,bad
oota pura swaad hai.,5,good
place full waste.,2,bad
sabzi chala great.,5,good
"hated the chicken, it ws maada.",1,bad
"hated the dosa, it was baledu.",2,bad
aaj ka khana chennagide tha.,5,good
The soup tasted awesome.,4,good
khana kha ke maza aa gaya.,5,good
the biryani tasted fantastic.,5,good
fish curry is waste.,1,bad
chapati bahut bakwas hai.,1,bad
lunch sari illa.,2,bad
paneer matram chennagide.,5,good
upma mood kharab hai.,1,bad
sambar kha ke mood kharab.,1,bad
oota is full ghaint.,5,good
the bhojanam tasted dreadful.,1,bad
da rajma tasted kharaab.,1,bad
paratha matram good.,5,good
quality kettadagide.,2,bad
bhatura was vadiya bhai.,5,good
bhatura bahut fantastic hai.,5,good
butter chicken iz full daridram.,2,bad
oota thu hai.,1,bad
curry pura ruchi agide hai.,5,good
lunch is op.,5,good
chicken excellent.,5,good
idli is full op.,5,good
chole is bagundi.,5,good
I had a badhiya food.,4,good
sabzi changa hai.,4,good
chutney tumba bahut vadiya.,5,good
The baingan bharta tasted delicious.,4,good
dessert is kettadagide.,2,bad
uttapam chetta lagya.,1,bad
dal makhani gazab hai.,5,good
dal chala bakwaas.,1,bad
mess bahut maada hai.,1,bad
bhojanam chala badhiya.,5,good
such a fuddu butter chicken.,1,bad
egg curry badiya.,4,good
bhojanam sari illa.,1,bad
the dosa was bekaar.,1,bad
biryani jama asalu baledu hai.,2,bad
upma is full kirrak.,5,good
Eeroju quality poor.,1,bad
curd chala ruchi ga undi.,5,good
oota full waste.,1,bad
chole tumba nasty.,3,bad
khichdi tumba kirrak.,5,good
idli chala mast.,5,good
curd was tumba chennagide bhai.,4,good
the uttapam tasted ruchi ga undi.,5,good
biryani was absolutely swadisht.,5,good
staff was excellent ga undi bhai.,5,good
biryani bad.,2,bad
chutney tumba swaad ni.,1,bad
mess was ek number bhai.,5,good
palak paneer chala baledu taste.,1,bad
aloo gobi outstanding taste.,5,good
uttapam mazza aa gaya.,5,good
naan swaad lagya.,5,good
chole was absolutely swadisht.,5,good
aaj oota amazing si.,4,good
methi paratha bahut sira hai.,5,good
place was absolutely nice.,5,good
chole kha ke mood kharab.,3,bad
idli awful taste.,1,bad
the soup was sakath.,4,good
biryani is keka.,5,good
oota matram excellent.,5,good
Really badiya vada.,5,good
really super agide soup.,5,good
Eeroju dal makhani bagundi.,5,good
lunch chennagide hai.,5,good
curry chala daridram.,1,bad
Such a att dessert.,5,good
