review,rating,sentiment,language
food kha ke ganda feel hoya.,2,bad,punjabi
Really great pulao.,4,good,english
pickle chetta.,2,bad,telugu
aloo gobi pura bahut vadiya hai.,5,good,punjabi
khichdi full kettadagide.,1,bad,kannada
breakfast pura changa hai.,5,good,punjabi
pickle chala chala bagundi.,5,good,telugu
butter chicken was absolutely outstanding.,5,good,english
pulao swaad lagya.,5,good,punjabi
salad full keka.,5,good,kannada
aaj meal changa si.,5,good,punjabi
chole kha ke maza aa gaya.,5,good,hindi
oota sari illa.,1,bad,kannada
aaj ka baingan bharta badiya tha.,4,good,hindi
puri chala bagundi.,4,good,telugu
baingan bharta sakath.,5,good,kannada
chapati ekdum jhakaas hai.,4,good,hindi
chutney kha ke sira feel hoya.,5,good,punjabi
fish curry khatam lagya.,1,bad,punjabi
salad nodoke kettadagide.,2,bad,kannada
The mixed veg was poor.,3,bad,english
mushroom masala ws absolutely amazing.,5,good,english
aaj ka lunch swadisht tha.,5,good,hindi
dosa pura att hai.,4,good,punjabi
butter chicken is brilliant.,4,good,english
Such a amazing mushroom masala.,5,good,english
sabzi swaad lagya.,5,good,punjabi
kadai chicken asalu chandalanga undi.,2,bad,telugu
aaj fish curry swaad si.,4,good,punjabi
"Hated the upma, it ws pathetic.",1,bad,english
fish curry daridram.,1,bad,telugu
upma kirrak.,5,good,telugu
"loved da egg curry, it ws superb.",5,good,english
aaj ka mushroom masala lajawab tha.,5,good,hindi
fish curry bahut gazab hai.,4,good,hindi
food full sakath.,4,good,kannada
Ivattu upma mast agide.,5,good,kannada
aaj dessert changa si.,4,good,punjabi
baingan bharta baga chesaru.,5,good,telugu
Ivattu chole chennagilla.,3,bad,kannada
da dal tasted amazing.,5,good,english
the paneer was pathetic.,1,bad,english
chicken kha ke bekar feel hoya.,2,bad,punjabi
khichdi asalu chala baledu.,1,bad,telugu
i had a op bhojanam.,5,good,english
the pulao was worst.,2,bad,english
biryani tinte ruchi ledu anipinchindi.,1,bad,telugu
really poor service.,1,bad,english
egg curry nodoke ruchi illa.,1,bad,kannada
soup swaad lagya.,5,good,punjabi
dosa tinte asalu baledu anipinchindi.,3,bad,telugu
pickle ekdum ek number hai.,5,good,hindi
puri sakath.,5,good,kannada
fish curry ganda lagya.,1,bad,punjabi
dal makhani ghatiya hai.,1,bad,hindi
palak paneer ganda hai.,2,bad,punjabi
vada ek number hai.,4,good,hindi
chicken ghaint hai.,5,good,punjabi
paratha chennagide.,5,good,kannada
"Loved the paneer, it was fantastic.",5,good,english
such a terrible bhatura.,2,bad,english
rajma chala excellent ga undi.,5,good,telugu
raita tinte daridram anipinchindi.,2,bad,telugu
mushroom masala chandalanga undi.,2,bad,telugu
aloo gobi matram super.,4,good,telugu
khana kha ke mazza aa gaya feel hoya.,5,good,punjabi
food bekar hai.,3,bad,hindi
Such a disgusting service.,1,bad,english
Ivattu kadai chicken chennagide.,5,good,kannada
ivattu dal chennagilla.,1,bad,kannada
curry chala ruchi ga undi.,5,good,telugu
Really great egg curry.,5,good,english
fish curry mood kharab hai.,1,bad,hindi
bhatura chennagide.,5,good,kannada
vibe is disgusting.,1,bad,english
breakfast tinte adhurs anipinchindi.,5,good,telugu
chole kha ke sira feel hoya.,5,good,punjabi
ivattu pulao ruchi agide.,4,good,kannada
chicken chala ruchi ga undi.,4,good,telugu
mushroom masala waste.,1,bad,telugu
chutney kha ke mood kharab.,2,bad,hindi
salad tinte chetta anipinchindi.,2,bad,telugu
the mess tasted op.,5,good,english
ivattu roti tumba chennagide.,5,good,kannada
palak paneer pura vadiya hai.,4,good,punjabi
"hated the curry, it was poor.",3,bad,english
Ivattu mushroom masala tumba chennagide.,4,good,kannada
really nasty pickle.,1,bad,english
sambar was absolutely fantastic.,4,good,english
The atmosphere was horrible.,2,bad,english
methi paratha tinte baga chesaru anipinchindi.,5,good,telugu
upma tumba ruchi agide.,5,good,kannada
aloo gobi waste.,1,bad,telugu
paneer sira lagya.,4,good,punjabi
bhatura ekdum kharaab hai.,2,bad,hindi
"Loved the puri, it was osm.",5,good,english
breakfast chala worst ga undi.,2,bad,telugu
pickle bahut mood kharab hai.,1,bad,hindi
bhatura chala waste.,1,bad,telugu
"Loved the uttapam, it was perfect.",4,good,english
The meal tasted horrible.,1,bad,english
curry kha ke mood kharab.,1,bad,hindi
curry tumba tumba chennagide.,5,good,kannada
rice tumba worst agide.,1,bad,kannada
upma tumba bombat.,5,good,kannada
fish curry nodoke chennagilla.,1,bad,kannada
naan bahut badhiya hai.,5,good,hindi
bhatura kha ke bekar feel hoya.,3,bad,punjabi
mushroom masala chala keka.,5,good,telugu
meal adhurs.,5,good,telugu
fish curry full sari illa.,1,bad,kannada
Eeroju dosa chetta.,1,bad,telugu
khichdi jama khatam hai.,1,bad,punjabi
methi paratha waste.,2,bad,telugu
aaj ka food ek number tha.,5,good,hindi
really tasty bhojanam.,5,good,english
paratha fuddu lagya.,3,bad,punjabi
biryani chala worst ga undi.,1,bad,telugu
naan ekdum sahi hai hai.,5,good,hindi
Ivattu dal makhani sakath.,4,good,kannada
paratha full bekar.,1,bad,kannada
sabzi kha ke bekaar feel hoya.,1,bad,punjabi
chicken iz wonderful.,4,good,english
rice sakath.,5,good,kannada
dinner sahi hai hai.,5,good,hindi
eeroju biryani super.,5,good,telugu
methi paratha nodoke thu.,3,bad,kannada
puri is bad.,2,bad,english
dinner is awful.,1,bad,english
meal fuddu lagya.,1,bad,punjabi
aaj ka pickle awesome tha.,4,good,hindi
rajma is nasty.,1,bad,english
chicken sira hai.,5,good,punjabi
butter chicken kha ke vadiya feel hoya.,5,good,punjabi
breakfast bahut chii hai.,1,bad,hindi
salad full keka.,5,good,kannada
oota kha ke swaad feel hoya.,5,good,punjabi
paratha matram super.,5,good,telugu
da uttapam ws awful.,1,bad,english
puri chala adhurs.,5,good,telugu
chutney chala baga chesaru.,5,good,telugu
paratha nodoke mast agide.,5,good,kannada
dosa super.,5,good,telugu
dessert pura mazza aa gaya hai.,4,good,punjabi
Really lovely khichdi.,4,good,english
aaj ka curry ek number tha.,4,good,hindi
"Hated the bhatura, it was bland.",1,bad,english
curry mood kharab hai.,1,bad,hindi
chicken tinte chala bagundi anipinchindi.,5,good,telugu
oota pura ghaint hai.,5,good,punjabi
aaj egg curry ghaint si.,5,good,punjabi
bhojanam kha ke ganda feel hoya.,1,bad,punjabi
mixed veg matram bagundi.,5,good,telugu
the mess ws awful.,1,bad,english
Such a bland quality.,2,bad,english
the lunch was osm.,5,good,english
The chapati was amazing.,4,good,english
khana is osm.,5,good,english
idli fuddu lagya.,1,bad,punjabi
Such a wonderful chapati.,5,good,english
aaj sambar vadiya si.,5,good,punjabi
"Hated the khana, it was bland.",1,bad,english
salad bahut vadiya lagya.,4,good,punjabi
meal jama maada hai.,1,bad,punjabi
palak paneer bahut chii hai.,1,bad,hindi
pulao nodoke sari illa.,1,bad,kannada
paratha tumba tumba chennagide.,4,good,kannada
paratha asalu chetta.,3,bad,telugu
butter chicken bahut not good hai.,2,bad,hindi
upma nodoke kettadagide.,2,bad,kannada
soup chetta.,3,bad,telugu
baingan bharta tumba worst agide.,1,bad,kannada
idli swaad ni hai.,1,bad,punjabi
oota baledu.,2,bad,telugu
the dessert ws osm.,5,good,english
Such a delicious rice.,5,good,english
sabzi is amazing.,5,good,english
"Hated the puri, it was bad.",3,bad,english
breakfast ekdum bekar hai.,2,bad,hindi
meal tinte daridram anipinchindi.,1,bad,telugu
pulao was absolutely bland.,3,bad,english
chole matram adhurs.,4,good,telugu
khana matram bagundi.,5,good,telugu
dessert waste.,1,bad,telugu
aaj chicken maada si.,3,bad,punjabi
idli mood kharab hai.,1,bad,hindi
aaj uttapam sira si.,5,good,punjabi
idli mast hai.,5,good,hindi
sambar swaad ni hai.,1,bad,punjabi
naan bekaar lagya.,1,bad,punjabi
curry worst agide.,1,bad,kannada
such a horrible service.,3,bad,english
chapati sira lagya.,5,good,punjabi
palak paneer ganda hai.,1,bad,punjabi
dessert matram ruchi ga undi.,5,good,telugu
vada ruchi illa.,1,bad,kannada
khana swadisht hai.,5,good,hindi
breakfast bahut badhiya hai.,5,good,hindi
mushroom masala worst agide.,1,bad,kannada
breakfast chala chetta.,1,bad,telugu
paratha excellent ga undi.,5,good,telugu
soup bahut bekar hai.,1,bad,hindi
methi paratha mood kharab hai.,3,bad,hindi
dessert bahut swadisht hai.,5,good,hindi
mixed veg asalu daridram.,1,bad,telugu
chutney super.,5,good,telugu
chutney baga chesaru.,5,good,telugu
bhojanam matram adhurs.,5,good,telugu
Such a amazing khichdi.,5,good,english
dal makhani tumba chennagilla.,2,bad,kannada
"Hated da baingan bharta, it was pathetic.",1,bad,english
aaj pulao maada si.,2,bad,punjabi
aaj ka uttapam mood kharab tha.,1,bad,hindi
aaj idli changa si.,4,good,punjabi
eeroju meal baledu.,1,bad,telugu
roti chala baledu.,2,bad,telugu
meal ekdum mood kharab hai.,1,bad,hindi
chapati jhakaas hai.,5,good,hindi
chicken kha ke ghaint feel hoya.,4,good,punjabi
aaj raita swaad si.,5,good,punjabi
soup ekdum badhiya hai.,5,good,hindi
palak paneer tumba bekar.,1,bad,kannada
biryani ekdum bekaar hai.,1,bad,hindi
palak paneer tumba sakath.,5,good,kannada
I had a brilliant mixed veg.,5,good,english
rajma full keka.,4,good,kannada
curry ekdum mood kharab hai.,3,bad,hindi
I had a unpleasant vada.,2,bad,english
sambar ekdum ghatiya hai.,1,bad,hindi
poha tumba waste.,1,bad,kannada
khana badhiya hai.,5,good,hindi
soup tumba worst agide.,3,bad,kannada
chutney bahut chii hai.,1,bad,hindi
"hated da dessert, it was horrible.",1,bad,english
"Hated the aloo gobi, it was gross.",1,bad,english
rice ekdum mast hai.,5,good,hindi
palak paneer asalu daridram.,2,bad,telugu
poha full thu.,1,bad,kannada
"hated the rajma, it was dreadful.",2,bad,english
Really nasty naan.,1,bad,english
aaj ka dal makhani kharaab tha.,2,bad,hindi
upma tumba sakath.,5,good,kannada
chicken kha ke mazza aa gaya feel hoya.,5,good,punjabi
service was absolutely bad.,1,bad,english
soup is good.,5,good,english
puri bahut chii hai.,1,bad,hindi
"hated the rice, it ws horrible.",2,bad,english
breakfast full waste.,1,bad,kannada
Eeroju uttapam super.,4,good,telugu
da methi paratha tasted fantastic.,5,good,english
rajma full tumba chennagide.,5,good,kannada
bhojanam sakath.,4,good,kannada
i had a excellent curry.,4,good,english
uttapam was absolutely lovely.,5,good,english
palak paneer kha ke maada feel hoya.,1,bad,punjabi
aaj dessert ganda si.,1,bad,punjabi
soup ruchi ga undi.,5,good,telugu
aaj ka baingan bharta lajawab tha.,5,good,hindi
puri bahut mood kharab hai.,3,bad,hindi
aaj rice att si.,5,good,punjabi
chicken vadiya hai.,4,good,punjabi
vada asalu baledu.,1,bad,telugu
fish curry vadiya hai.,4,good,punjabi
dosa bakwas hai.,1,bad,hindi
roti bakwas hai.,1,bad,hindi
idli was absolutely disgusting.,3,bad,english
meal bakwaas hai.,2,bad,punjabi
Eeroju chutney chala baledu.,1,bad,telugu
aloo gobi ruchi ga undi.,5,good,telugu
eeroju curd worst ga undi.,1,bad,telugu
"Loved da dessert, it ws excellent.",4,good,english
Really brilliant chole.,5,good,english
dal makhani bahut bakwas hai.,1,bad,hindi
paneer tumba ruchi agide.,5,good,kannada
i had a superb biryani.,4,good,english
meal khatam hai.,1,bad,punjabi
biryani att hai.,5,good,punjabi
dal makhani waste.,1,bad,telugu
dal swaad lagya.,5,good,punjabi
"Hated the quality, it was dreadful.",2,bad,english
salad ekdum bekar hai.,1,bad,hindi
aaj ka kadai chicken bakwas tha.,1,bad,hindi
poha full chennagide.,5,good,kannada
uttapam was absolutely unpleasant.,1,bad,english
mixed veg keka.,5,good,kannada
aaj dinner att si.,4,good,punjabi
baingan bharta full thu.,1,bad,kannada
da mixed veg tasted worst.,2,bad,english
ivattu puri worst agide.,1,bad,kannada
pulao chala daridram.,1,bad,telugu
biryani bahut mood kharab hai.,2,bad,hindi
paratha mast agide.,5,good,kannada
upma nodoke chennagilla.,1,bad,kannada
i had a bland experience.,1,bad,english
oota chala chala bagundi.,5,good,telugu
curd nodoke chennagide.,5,good,kannada
dessert full worst agide.,1,bad,kannada
raita asalu ruchi ledu.,2,bad,telugu
chutney mazza aa gaya lagya.,5,good,punjabi
egg curry nodoke ruchi illa.,1,bad,kannada
bhojanam full mast agide.,4,good,kannada
really tasteless breakfast.,2,bad,english
methi paratha was absolutely tasty.,4,good,english
pickle asalu worst ga undi.,1,bad,telugu
The oota was terrible.,1,bad,english
"Hated da dal, it ws poor.",1,bad,english
salad tinte baga chesaru anipinchindi.,4,good,telugu
lunch asalu ruchi ledu.,3,bad,telugu
chicken ekdum jhakaas hai.,4,good,hindi
the paneer tasted fantastic.,5,good,english
butter chicken att hai.,5,good,punjabi
the bhojanam was outstanding.,5,good,english
"loved da khana, it was amazing.",4,good,english
puri bahut mast hai.,4,good,hindi
aaj ka meal mast tha.,5,good,hindi
Ivattu raita ruchi agide.,4,good,kannada
naan was absolutely excellent.,4,good,english
fish curry khatam hai.,1,bad,punjabi
Ivattu food keka.,5,good,kannada
butter chicken bekar hai.,1,bad,punjabi
lunch is bland.,2,bad,english
really fantastic palak paneer.,5,good,english
chapati swaad lagya.,5,good,punjabi
aaj rajma swaad ni si.,3,bad,punjabi
pulao iz tasteless.,2,bad,english
Really excellent soup.,5,good,english
pickle is op.,5,good,english
chapati ganda lagya.,2,bad,punjabi
aaj chole ganda si.,1,bad,punjabi
egg curry bahut badhiya hai.,5,good,hindi
Eeroju vada chala bagundi.,5,good,telugu
aaj dosa bekaar si.,1,bad,punjabi
Really worst place.,2,bad,english
khana iz outstanding.,5,good,english
paratha full keka.,5,good,kannada
The dal makhani was worst.,2,bad,english
such a great baingan bharta.,5,good,english
roti bakwaas hai.,1,bad,punjabi
dessert kha ke mood kharab.,1,bad,hindi
chapati kha ke ganda feel hoya.,2,bad,punjabi
such a superb bhojanam.,5,good,english
sabzi kha ke mood kharab.,1,bad,hindi
butter chicken ekdum gazab hai.,4,good,hindi
the rajma was pathetic.,1,bad,english
butter chicken matram baga chesaru.,5,good,telugu
oota chii hai.,2,bad,hindi
soup bahut badiya hai.,5,good,hindi
aaj aloo gobi bekar si.,1,bad,punjabi
puri full kettadagide.,1,bad,kannada
pulao was absolutely nasty.,1,bad,english
kadai chicken tumba bombat.,5,good,kannada
curry tinte adhurs anipinchindi.,5,good,telugu
vada tumba mast agide.,5,good,kannada
idli asalu baledu.,1,bad,telugu
khana pura att hai.,5,good,punjabi
aaj ka fish curry gazab tha.,5,good,hindi
really delicious meal.,5,good,english
breakfast nodoke chennagide.,5,good,kannada
chapati ekdum swadisht hai.,4,good,hindi
butter chicken tinte bagundi anipinchindi.,5,good,telugu
curry asalu worst ga undi.,1,bad,telugu
palak paneer is nice.,5,good,english
puri tinte ruchi ledu anipinchindi.,1,bad,telugu
curd nodoke sakath.,4,good,kannada
curry ruchi ga undi.,4,good,telugu
food tumba ruchi agide.,5,good,kannada
The butter chicken was delicious.,5,good,english
breakfast matram bagundi.,5,good,telugu
dessert was absolutely delicious.,5,good,english
"Loved the food, it was lovely.",5,good,english
vada iz dreadful.,3,bad,english
pulao maada hai.,1,bad,punjabi
i had a horrible quality.,1,bad,english
rice nodoke chennagide.,4,good,kannada
paratha nodoke ruchi illa.,2,bad,kannada
paneer jama swaad ni hai.,1,bad,punjabi
"Loved the lunch, it was amazing.",4,good,english
salad was absolutely poor.,1,bad,english
egg curry tumba ruchi agide.,5,good,kannada
fish curry baledu.,1,bad,telugu
Eeroju pickle asalu baledu.,3,bad,telugu
aaj kadai chicken khatam si.,3,bad,punjabi
mess is outstanding.,4,good,english
sambar asalu daridram.,3,bad,telugu
da dosa was nice.,5,good,english
baingan bharta matram ruchi ga undi.,5,good,telugu
paneer ekdum ek number hai.,5,good,hindi
mixed veg jama khatam hai.,1,bad,punjabi
baingan bharta chala adhurs.,5,good,telugu
oota swaad ni hai.,2,bad,punjabi
kadai chicken tinte waste anipinchindi.,3,bad,telugu
"loved the bhatura, it ws lovely.",4,good,english
eeroju mushroom masala keka.,4,good,telugu
eeroju methi paratha adhurs.,4,good,telugu
egg curry was absolutely brilliant.,5,good,english
soup kha ke mood kharab.,2,bad,hindi
chole jama bekar hai.,1,bad,punjabi
paneer jama khatam hai.,1,bad,punjabi
kadai chicken full keka.,4,good,kannada
sambar mazza aa gaya lagya.,5,good,punjabi
meal chala bagundi.,4,good,telugu
such a gross naan.,2,bad,english
palak paneer bekaar lagya.,1,bad,punjabi
curry tinte chala bagundi anipinchindi.,5,good,telugu
pickle sira lagya.,5,good,punjabi
puri kha ke mood kharab.,2,bad,hindi
meal fuddu lagya.,1,bad,punjabi
The service tasted worst.,2,bad,english
sambar nodoke bekar.,2,bad,kannada
eeroju pulao bagundi.,4,good,telugu
poha bahut ek number hai.,5,good,hindi
bhojanam matram ruchi ga undi.,4,good,telugu
pulao full super agide.,5,good,kannada
chutney ruchi ga undi.,5,good,telugu
pickle nodoke mast agide.,4,good,kannada
roti swaad hai.,5,good,punjabi
curry chala super.,4,good,telugu
rice bahut vadiya lagya.,5,good,punjabi
meal nodoke bombat.,5,good,kannada
raita kha ke att feel hoya.,5,good,punjabi
food nodoke worst agide.,2,bad,kannada
egg curry tumba sari illa.,1,bad,kannada
aaj rajma mazza aa gaya si.,5,good,punjabi
mixed veg pura mazza aa gaya hai.,5,good,punjabi
aaj salad bekaar si.,1,bad,punjabi
bhojanam baga chesaru.,5,good,telugu
curry kha ke vadiya feel hoya.,4,good,punjabi
paneer chala super.,5,good,telugu
soup vadiya hai.,5,good,punjabi
mixed veg asalu chandalanga undi.,1,bad,telugu
aaj upma ganda si.,1,bad,punjabi
i had a horrible khana.,1,bad,english
lunch pura swaad hai.,5,good,punjabi
ivattu khichdi thu.,2,bad,kannada
baingan bharta vadiya hai.,5,good,punjabi
mushroom masala iz amazing.,5,good,english
butter chicken super agide.,5,good,kannada
idli kha ke ghaint feel hoya.,5,good,punjabi
chole kha ke swaad ni feel hoya.,1,bad,punjabi
chutney keka.,4,good,telugu
lunch kha ke mood kharab.,2,bad,hindi
methi paratha swadisht hai.,4,good,hindi
sambar ekdum gazab hai.,5,good,hindi
dal nodoke sakath.,5,good,kannada
vada pura mazza aa gaya hai.,5,good,punjabi
curd bahut mast hai.,5,good,hindi
curry baga chesaru.,5,good,telugu
idli nodoke sari illa.,1,bad,kannada
kadai chicken tinte excellent ga undi anipinchindi.,5,good,telugu
methi paratha bahut awesome hai.,5,good,hindi
chutney sahi hai hai.,5,good,hindi
chutney ekdum badiya hai.,5,good,hindi
chole chii hai.,1,bad,hindi
egg curry nodoke chennagilla.,2,bad,kannada
vada tumba keka.,4,good,kannada
oota full keka.,5,good,kannada
Eeroju rajma kirrak.,5,good,telugu
salad vadiya lagya.,5,good,punjabi
sabzi matram bagundi.,5,good,telugu
such a amazing butter chicken.,5,good,english
aaj ka chapati khatam tha.,1,bad,hindi
Really brilliant baingan bharta.,5,good,english
meal tinte ruchi ga undi anipinchindi.,5,good,telugu
paneer bahut badiya hai.,4,good,hindi
pickle full mast agide.,5,good,kannada
aaj breakfast ganda si.,1,bad,punjabi
the breakfast tasted terrible.,2,bad,english
dinner matram super.,5,good,telugu
khana thu.,1,bad,kannada
I had a terrible khichdi.,1,bad,english
dal makhani matram kirrak.,5,good,telugu
pulao asalu chetta.,1,bad,telugu
dinner chala chala bagundi.,5,good,telugu
"Hated the pickle, it was pathetic.",1,bad,english
really poor dinner.,1,bad,english
the pulao was lovely.,5,good,english
ivattu aloo gobi kettadagide.,2,bad,kannada
breakfast nodoke worst agide.,1,bad,kannada
oota sira hai.,4,good,punjabi
salad chala super.,5,good,telugu
really lovely naan.,4,good,english
i had a awful vada.,1,bad,english
rajma kha ke sira feel hoya.,5,good,punjabi
uttapam was absolutely poor.,2,bad,english
paneer chala excellent ga undi.,5,good,telugu
chicken super.,4,good,telugu
raita mast hai.,5,good,hindi
khichdi is terrible.,1,bad,english
Really good uttapam.,4,good,english
curry nodoke waste.,2,bad,kannada
oota jama fuddu hai.,3,bad,punjabi
ivattu upma keka.,5,good,kannada
soup jama maada hai.,2,bad,punjabi
egg curry worst ga undi.,1,bad,telugu
"loved the soup, it was delicious.",5,good,english
aaj ka fish curry bekaar tha.,2,bad,hindi
eeroju chicken chala bagundi.,4,good,telugu
such a delicious service.,4,good,english
khichdi kha ke bekar feel hoya.,2,bad,punjabi
oota kha ke mood kharab.,1,bad,hindi
Really pathetic bhatura.,3,bad,english
mushroom masala is nasty.,1,bad,english
poha chala kirrak.,5,good,telugu
such a bad aloo gobi.,1,bad,english
rice kha ke changa feel hoya.,4,good,punjabi
The oota was excellent.,5,good,english
chole waste hai.,2,bad,hindi
The dinner was osm.,5,good,english
chapati jama bakwaas hai.,1,bad,punjabi
vada full keka.,5,good,kannada
Eeroju roti ruchi ledu.,2,bad,telugu
The chapati tasted worst.,2,bad,english
kadai chicken ganda lagya.,1,bad,punjabi
"Hated the aloo gobi, it was poor.",2,bad,english
chutney swaad ni lagya.,1,bad,punjabi
egg curry jama bekaar hai.,1,bad,punjabi
vada kirrak.,4,good,telugu
khichdi bekaar hai.,2,bad,hindi
aaj ka dessert badiya tha.,4,good,hindi
meal nodoke ruchi illa.,1,bad,kannada
Eeroju puri excellent ga undi.,5,good,telugu
puri chala bagundi.,5,good,telugu
breakfast tumba super agide.,4,good,kannada
bhatura tumba keka.,5,good,kannada
Ivattu pulao tumba chennagide.,5,good,kannada
butter chicken chetta.,1,bad,telugu
mixed veg asalu waste.,1,bad,telugu
the idli tasted wonderful.,5,good,english
food kha ke changa feel hoya.,5,good,punjabi
I had a terrible raita.,2,bad,english
idli ghaint lagya.,4,good,punjabi
pulao pura swaad hai.,4,good,punjabi
oota matram keka.,4,good,telugu
"Loved da idli, it ws superb.",5,good,english
dal makhani is delicious.,4,good,english
aaj ka roti bekar tha.,1,bad,hindi
The palak paneer tasted fantastic.,5,good,english
kadai chicken ruchi agide.,5,good,kannada
raita kha ke mood kharab.,2,bad,hindi
food asalu ruchi ledu.,2,bad,telugu
aaj ka dosa awesome tha.,4,good,hindi
eeroju upma excellent ga undi.,5,good,telugu
quality was absolutely poor.,1,bad,english
meal chala ruchi ledu.,2,bad,telugu
bhatura was absolutely bland.,1,bad,english
roti keka.,4,good,telugu
"hated the vibe, it ws bland.",1,bad,english
dinner maada hai.,1,bad,punjabi
chole chala waste.,1,bad,telugu
food sira lagya.,4,good,punjabi
really bad upma.,3,bad,english
chapati bekaar hai.,1,bad,punjabi
khichdi waste.,1,bad,kannada
mixed veg waste hai.,1,bad,hindi
aloo gobi badiya hai.,4,good,hindi
meal asalu ruchi ledu.,1,bad,telugu
salad khatam lagya.,1,bad,punjabi
aloo gobi bekar.,1,bad,kannada
lunch ganda lagya.,1,bad,punjabi
rajma ws absolutely pathetic.,1,bad,english
curd nodoke tumba chennagide.,5,good,kannada
biryani full bekar.,2,bad,kannada
Really unpleasant dal.,2,bad,english
curry pura att hai.,5,good,punjabi
biryani daridram.,1,bad,telugu
chapati chala adhurs.,5,good,telugu
roti mazza aa gaya hai.,5,good,punjabi
"loved the bhojanam, it was tasty.",5,good,english
aaj ka fish curry jhakaas tha.,5,good,hindi
aaj ka food awesome tha.,5,good,hindi
curry tinte ruchi ledu anipinchindi.,2,bad,telugu
roti matram kirrak.,5,good,telugu
butter chicken bahut awesome hai.,5,good,hindi
mushroom masala ekdum mast hai.,4,good,hindi
aaj ka mushroom masala bakwas tha.,1,bad,hindi
aaj ka mixed veg not good tha.,1,bad,hindi
poha nodoke chennagilla.,2,bad,kannada
the mixed veg was tasty.,5,good,english
idli full bekar.,2,bad,kannada
Such a dreadful methi paratha.,1,bad,english
sambar jama bakwaas hai.,2,bad,punjabi
rice jama bekaar hai.,1,bad,punjabi
oota is dreadful.,2,bad,english
idli nodoke waste.,1,bad,kannada
The egg curry tasted poor.,3,bad,english
dessert bahut sahi hai hai.,4,good,hindi
ivattu idli chennagide.,5,good,kannada
palak paneer tumba worst agide.,1,bad,kannada
vada full chennagide.,5,good,kannada
Ivattu salad ruchi agide.,5,good,kannada
aaj ka chapati chii tha.,1,bad,hindi
aaj ka sambar bekar tha.,1,bad,hindi
sambar tumba thu.,2,bad,kannada
chutney chala bagundi.,5,good,telugu
I had a good chole.,5,good,english
The methi paratha tasted brilliant.,5,good,english
curd matram ruchi ga undi.,5,good,telugu
pulao full ruchi agide.,5,good,kannada
bhojanam was absolutely good.,4,good,english
"Loved the dinner, it was fantastic.",4,good,english
puri pura swaad hai.,5,good,punjabi
Eeroju dal asalu baledu.,1,bad,telugu
sabzi tumba thu.,2,bad,kannada
dinner nodoke chennagilla.,1,bad,kannada
breakfast swaad ni hai.,1,bad,punjabi
Eeroju puri ruchi ledu.,2,bad,telugu
methi paratha keka.,4,good,kannada
vada tinte baledu anipinchindi.,2,bad,telugu
Such a unpleasant experience.,2,bad,english
bhatura kha ke mood kharab.,1,bad,hindi
roti ekdum jhakaas hai.,5,good,hindi
chole kettadagide.,1,bad,kannada
Eeroju aloo gobi bagundi.,5,good,telugu
sambar nodoke mast agide.,4,good,kannada
rice bahut swadisht hai.,4,good,hindi
ivattu dosa thu.,2,bad,kannada
bhojanam kha ke mood kharab.,3,bad,hindi
Ivattu curd chennagilla.,1,bad,kannada
dosa pura vadiya hai.,4,good,punjabi
kadai chicken adhurs.,5,good,telugu
dessert matram baga chesaru.,5,good,telugu
chapati bahut sahi hai hai.,5,good,hindi
i had a bad pulao.,1,bad,english
palak paneer tinte ruchi ledu anipinchindi.,3,bad,telugu
chole ekdum waste hai.,2,bad,hindi
fish curry khatam hai.,1,bad,hindi
chapati chala ruchi ledu.,2,bad,telugu
ivattu biryani bekar.,1,bad,kannada
poha ekdum mast hai.,5,good,hindi
mushroom masala ekdum zabardast hai.,4,good,hindi
mixed veg chennagilla.,2,bad,kannada
soup full mast agide.,5,good,kannada
chutney pura changa hai.,4,good,punjabi
aaj paneer swaad si.,5,good,punjabi
naan asalu daridram.,1,bad,telugu
upma khatam hai.,1,bad,punjabi
ivattu khichdi waste.,2,bad,kannada
aaj khana khatam si.,1,bad,punjabi
"loved the chutney, it was brilliant.",4,good,english
upma vadiya hai.,4,good,punjabi
aaj khana maada si.,1,bad,punjabi
mushroom masala kha ke bekar feel hoya.,2,bad,punjabi
baingan bharta ekdum ghatiya hai.,1,bad,hindi
meal full sari illa.,2,bad,kannada
Eeroju breakfast ruchi ledu.,1,bad,telugu
aaj sabzi changa si.,5,good,punjabi
kadai chicken kha ke att feel hoya.,5,good,punjabi
chapati ekdum lajawab hai.,5,good,hindi
aaj butter chicken khatam si.,1,bad,punjabi
experience is tasty.,5,good,english
The chole was osm.,5,good,english
rajma chala asalu baledu.,1,bad,telugu
The baingan bharta was superb.,5,good,english
uttapam full keka.,5,good,kannada
raita full tumba chennagide.,5,good,kannada
upma sira hai.,5,good,punjabi
kadai chicken tumba sakath.,5,good,kannada
rice full mast agide.,5,good,kannada
kadai chicken pura swaad hai.,5,good,punjabi
"Hated the poha, it was terrible.",1,bad,english
roti asalu chandalanga undi.,2,bad,telugu
egg curry nodoke waste.,2,bad,kannada
food jama bakwaas hai.,2,bad,punjabi
aloo gobi kha ke sira feel hoya.,4,good,punjabi
vada bahut awesome hai.,5,good,hindi
eeroju idli daridram.,1,bad,telugu
khana chala baledu.,2,bad,telugu
kadai chicken bahut khatam hai.,1,bad,hindi
sambar ekdum ek number hai.,5,good,hindi
ivattu mushroom masala waste.,1,bad,kannada
I had a perfect biryani.,5,good,english
paneer bakwaas hai.,1,bad,punjabi
chapati chala bagundi.,5,good,telugu
sabzi chala kirrak.,5,good,telugu
